Title,Bedrooms,Bathrooms,Floor_area,City,location_area,Price_in_Cr,Price_per_sqft,floor_level,Is_in_Dhaka
Properly Designed This 1900 Sq Ft Apartment Is Now Up For Sale In Muradpur,3.0,4.0,1900.0,chattogram,muradpur,1.41,7421.05,medium,no
"In Cosmopolitan R/A , 1120 Square Feet Medium Size Apartment Is Available For Sale",2.0,2.0,1120.0,chattogram,west sholoshohor ward,0.67,5982.14,medium,no
In The Beautiful Neighborhood In Chandgaon Near By Chandgaon C.D.A Abashik Elaka Jame Moshjid A 1700 Sq.Ft Flat Is Up For Sale,3.0,3.0,1700.0,chattogram,chandgaon ward,0.82,4823.53,medium,no
This Nice Flat Is Now Up For Sale In South Agrabad Near South Point Hospital,3.0,3.0,1075.0,chattogram,double mooring,0.51,4744.19,low,no
1050 Sq Ft Ready Flat For Sale At Bayazid,2.0,2.0,1050.0,chattogram,bayazid,0.4,3809.52,medium,no
Buy This 864 Sq Ft Apartment In 17 No West Bakalia Ward,2.0,2.0,864.0,chattogram,bakalia,0.48,5555.56,medium,no
Nice 1440 Sq Ft Flat Is Available For Sale In West Khulshi,3.0,3.0,1440.0,chattogram,north pahartali ward,0.82,5694.44,medium,no
"1800 Sq Ft Flat For Sale In A Great Locality Of Panchlaish, Sugandha Residential Area",3.0,3.0,1800.0,chattogram,panchlaish,1.58,8777.78,medium,no
"Built With Modern Amenities, Check This Flat for Sale Which Is 1860 Sq Ft in Muradpur",3.0,4.0,1860.0,chattogram,muradpur,1.38,7419.35,medium,no
New With A View – 1841 Sq Ft Flat For Sale In South Khulsi,4.0,4.0,1841.0,chattogram,khulshi,1.6,8690.93,low,no
Pursue This 1300 Square Feet Flat To Buy In Bayazid,3.0,3.0,1300.0,chattogram,bayazid,0.62,4769.23,medium,no
"At Momin Bagh R/A , A 3 Bedroom Large Residential Apartment For Sale",3.0,3.0,1350.0,chattogram,bayazid,0.48,5511.81,medium,no
Buy This Great 2530 Sq Ft Apartment In Nasirabad,4.0,5.0,2530.0,chattogram,bagmoniram ward,2.91,11501.98,medium,no
Offering you 1650 SQ FT flat for sale in 9 No. North Pahartali Ward,4.0,3.0,1650.0,chattogram,north pahartali ward,0.82,4969.7,high,no
Buy This 980 Sq Ft Apartment With 2 Bedrooms In 24 No. North Agrabad Ward,2.0,2.0,980.0,chattogram,double mooring,0.42,4285.71,medium,no
1305 Sq Ft Modern Apartment For Sale At South Khulshi,3.0,3.0,1305.0,chattogram,khulshi,1.1,8429.12,medium,no
Great News! This 1200 Sq Ft Flat For Sale In 37 No. North-Middle Halishahar Ward Which Can Be Your Next Destination,3.0,3.0,1200.0,chattogram,halishahar,0.45,3750.0,medium,no
Visit This 1592 Square Feet Residential Apartment At 16 No. Chawk Bazaar Ward For Sale,3.0,4.0,1592.0,chattogram,chawk bazaar ward,0.86,5402.01,medium,no
See This 1300 Sq Ft Ready Comfortable Flat For Sale At Bayazid Near To Rahman Nagar Jaame Masjid,3.0,3.0,1300.0,chattogram,bayazid,0.75,5769.23,medium,no
A Nice And Comfortable 1262 Sq Ft Flat Is Up For Sale In Dewan Bazar,3.0,3.0,1262.0,chattogram,bakalia,0.57,4516.64,medium,no
View This 1186 Sq Ft Ready Apartment For Sale In Bakalia,3.0,3.0,1186.0,chattogram,bakalia,0.53,4468.8,medium,no
2987 Square Feet Brand New Apartment Up For Sale In Panchlaish Residential Area,3.0,3.0,2987.0,chattogram,chawk bazaar ward,2.7,9039.17,medium,no
A 3 Bedroom And 1190 Sq Ft Properly Developed Flat For Sale In 7 No. West Sholoshohor Ward,3.0,3.0,1190.0,chattogram,West Sholoshohor Ward,0.6,5042.02,medium,no
"At Bagmoniram, A Ready Flat Is Up For Sale Close To Jame Masjid",3.0,3.0,1350.0,chattogram,bagmoniram ward,1.55,5511.81,medium,no
Find 900 SQ FT flat available for Sale in Pahartali near to Mirza Ahmed Ispahani High School,3.0,3.0,900.0,chattogram,north pahartali ward,0.32,3555.56,medium,no
Look At This 1592 Square Feet Residential Apartment For Sale At 16 No. Chawk Bazaar Ward.,3.0,5.0,1592.0,chattogram,chawk bazaar ward,0.86,5402.01,low,no
"Choose Your Destination, 1150 Sq Ft Apartment Which Is Available To Sale In Double Mooring",3.0,2.0,1150.0,chattogram,double mooring,0.62,5391.3,low,no
Take This Attractive Flat Which Is Up For Sale In Dewan Bazar Featuring 1186 Sq Ft,3.0,3.0,1186.0,chattogram,bakalia,0.53,4468.8,low,no
"Take A Look At This 854 Sq Ft Apartment Up For Sale In Bakalia Residential Area, Bakalia",2.0,2.0,854.0,chattogram,bakalia,0.48,5620.61,medium,no
Settle Down In This 1450 Sq Ft Apartment Up For Sale At Khulshi,3.0,3.0,1450.0,chattogram,khulshi,0.85,5862.07,medium,no
Check This Nice 1340 Sq Ft Flat For Sale At West Khulshi,3.0,3.0,1340.0,chattogram,north pahartali ward,0.68,5074.63,medium,no
Amazing 1400 Sq Ft Apartment Is Up For Sale And All Set For You To Settle In Bakalia,3.0,3.0,1400.0,chattogram,bakalia,0.77,5500.0,medium,no
"Look At This Nice 950 Sq Ft Flat Is Up For Sale At Chadra Nagar, Bayazid",2.0,2.0,950.0,chattogram,bayazid,0.5,5263.16,low,no
Check This Apartment Up For Sale At South Agrabad Near CDA Central Mosque.,3.0,3.0,1700.0,chattogram,double mooring,0.85,5000.0,medium,no
1265 Sq. Ft Flat For Sale At Shamoly R/a Near Jamia Ahmadia Sunnia Alia Madrasah,3.0,3.0,1265.0,chattogram,double mooring,0.55,4347.83,low,no
"Grab This Flat Of 1500 Sq Ft Which Is Up For Sale In Dewan Bazar, Bakalia Before It&#039;s Sold Out",3.0,3.0,1500.0,chattogram,bakalia,0.82,5466.67,low,no
1850 Sq Ft Apartment Is Ready To Sale In Muradpur,3.0,4.0,1850.0,chattogram,muradpur,1.0,5405.41,medium,no
A Convenient 1253 Sq Ft Residential Flat Is Prepared To Be Sold At Dewan Bazar,3.0,3.0,1253.0,chattogram,bakalia,0.56,4469.27,medium,no
1300 Sq Ft Flat With 3 Bedrooms For Sale At South Khulshi,3.0,3.0,1300.0,chattogram,khulshi,0.97,7461.54,medium,no
A 1850 Sq. Ft. Flat Is Now Up For Sale Located Near To Dakshin Kattali Pranhory Gov. Model Primary School In Kattali,3.0,3.0,1850.0,chattogram,north kattali ward,0.85,4594.59,medium,no
1320 Sq Ft Flat With 3 Bedrooms For Sale In 7 No. West Sholoshohor Ward,3.0,3.0,1320.0,chattogram,west sholoshohor ward,0.7,5303.03,low,no
For Sale Purpose 1100 Sq Ft Commendable Designed Apartment Is Available In 19 No. South Bakalia Ward,3.0,3.0,1100.0,chattogram,bakalia,0.55,5000.0,medium,no
This 1612 Sq Ft Apartment Is Ready For Sale In Jamal Khan,3.0,3.0,1612.0,chattogram,jamal khan,1.2,7444.17,low,no
965 Sq Ft Apartment Is Up For Sale In 33 No. Firingee Bazaar Ward,3.0,3.0,965.0,chattogram,firingee bazaar ward,0.52,5388.6,medium,no
2200 Sq Ft Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3.0,3.0,2200.0,chattogram,halishahar,1.21,5500.0,medium,no
"Lovely Flat Of 1250 Sq Ft Is Available For Sale In Halishahar, Near Halishahar Police Station",3.0,3.0,1250.0,chattogram,halishahar,0.75,6000.0,medium,no
1400 Sq Ft Flat Is Up For Sale At 7 No. West Sholoshohor Ward,3.0,3.0,1400.0,chattogram,west sholoshohor ward,0.85,6071.43,low,no
"Buy This Nice 1200 Sq Ft Apartment In Halishahar, To Fulfill Your Wish",3.0,3.0,1200.0,chattogram,halishahar,0.45,3750.0,medium,no
"A Comfy 2100 Sq Ft Flat For A Family Is Here For Sale In Rose Valley R/a, Right Close To Ktc",3.0,4.0,2100.0,chattogram,north pahartali ward,1.6,7619.05,low,no
A Very Well-fitted Apartment Is Here Sited At Foys Lake Featuring 1600 Sq Ft Space For Sale.,3.0,3.0,1600.0,chattogram,north pahartali ward,0.7,4375.0,medium,no
"This 1240 Square Feet Apartment Is Ready For Sale At Lake View Society, 9 No. North Pahartali Ward",3.0,3.0,1240.0,chattogram,north pahartali ward,0.5,4032.26,medium,no
"A Nicely Planned 1050 Sq Ft Flat Is Up For Sale In Ashkar Dighir Par, Jamal Khan",3.0,3.0,1050.0,chattogram,jamal khan,0.7,6666.67,medium,no
Close To East Madarbari City Corporation Girls High School A 1270 Square Feet Residential Apartment For Sale.,3.0,3.0,1270.0,chattogram,east madarbari ward,0.66,5196.85,low,no
"Apartment Of 1350 Sq Ft For Sale In Bangla Bazar, Bayazid",3.0,3.0,1350.0,chattogram,bayazid,0.6,4444.44,low,no
A Convenient 2252 Sq Ft Residential Flat Is Prepared To Be Sold At 31 No. Alkoron Ward,4.0,4.0,2252.0,chattogram,alkoron ward,1.13,5017.76,low,no
Completely Suitable And Ready Flat Of 1350 Sq Ft Is Up For Sale In New Monsurabad,3.0,3.0,1350.0,chattogram,North Kattali Ward,0.68,5037.04,low,no
A Well-constructed 2500 Sq Ft Flat Is For Sale In 31 No. Alkoron Ward,4.0,5.0,2500.0,chattogram,alkoron ward,1.75,7000.0,medium,no
Nasirabad Is Offering You A 2540 Sq Ft Apartment For Sale,4.0,5.0,2540.0,chattogram,bagmoniram ward,2.92,11496.06,medium,no
Pursue This 2530 Sq Ft Apartment For Sale In 15 No. Bagmoniram Ward,4.0,5.0,2530.0,chattogram,bagmoniram ward,2.91,11501.98,medium,no
View This 2622 Sq Ft Apartment Set To Sale In Nasirabad,4.0,5.0,2622.0,chattogram,bagmoniram ward,3.02,11517.93,medium,no
"Explore This 2530 Sq Ft Apartment for Sale in 15 No. Bagmoniram Ward, Chattogram",4.0,5.0,2530.0,chattogram,bagmoniram ward,2.91,11501.98,medium,no
"1300 Sq Ft Apartment For Sale In Chandra Nagar, Near Abu Darda Jamgee Masjid",3.0,2.0,1300.0,chattogram,bayazid,0.58,4461.54,low,no
Visit This Apartment For Sale In Hamjarbag Near Gausia Huq Bhandari Khankah Sharif.,3.0,3.0,1300.0,chattogram,west sholoshohor ward,0.82,6307.69,medium,no
A Proper 1600 Sq Ft Residence Is Prepared To Be Sold At Khulshi,3.0,3.0,1600.0,chattogram,khulshi,1.0,6250.0,low,no
Visit This 1240 Sq Ft Brand New Apartment For Sale In 4 No Chandgaon Ward,3.0,3.0,1240.0,chattogram,chandgaon ward,0.7,5645.16,low,no
"A Flat Can Be Found In Nasirabad For Sale , Near Asian University For Women",4.0,4.0,2600.0,chattogram,bagmoniram ward,1.85,7115.38,low,no
Ready Flat 2410 Sq Ft Is Now For Sale In Bagmoniram Nearby Shahid Zia Shishu Park,4.0,5.0,2410.0,chattogram,bagmoniram ward,1.55,6431.54,medium,no
850 Sq Ft Ready Comfortable Flat For Sale At Bayazid Close To Bangla Bazar Boro Pahar Jame Mosjid,3.0,2.0,850.0,chattogram,bayazid,0.39,4588.24,low,no
Well-developed 1455 Sq Ft Residence Up For Sale In Jamal Khan,3.0,3.0,1455.0,chattogram,jamal khan,1.25,8591.07,low,no
1460 Square Feet Flat For Sale Is Positioned In A Desirable Place Like Chandgaon Residential Area,3.0,3.0,1460.0,chattogram,chandgaon ward,0.81,5547.95,medium,no
"Pursue This 1756 Sq Ft Ready Flat Up For Sale At Bayazid, Polytechnic",3.0,4.0,1756.0,chattogram,bayazid,0.9,5125.28,medium,no
Visit This Apartment For Sale In Patharghata Near St. Placid&#039;s School and College.,3.0,3.0,1580.0,chattogram,kotwali,0.72,4556.96,medium,no
"Situated In Sholokbahar, A 1744 Sq Ft Apartment Is Up For Sale",3.0,3.0,1744.0,chattogram,sholokbahar,0.87,4988.53,medium,no
A Moderate 966 Sq Ft Flat Is Available For Sale At Mousumi Residential Area,2.0,2.0,966.0,chattogram,double mooring,0.38,3933.75,medium,no
"Find Your Desired Home At This 1750 Sq Ft Well Featured Flat For Sale At 25 No. Rampur Ward, Double Mooring",3.0,3.0,1750.0,chattogram,double mooring,0.95,5428.57,medium,no
Lovely Apartment Of 1459 Sq Ft Is Up For Sale In 24 No. North Agrabad Ward,3.0,3.0,1459.0,chattogram,double mooring,0.85,5825.91,medium,no
Buy This 1415 Sq Ft Apartment In Double Mooring,3.0,3.0,1415.0,chattogram,double mooring,0.58,4098.94,low,no
This 854 Sq Ft Apartment Is Designed For Your Modern Residential Experience In 17 No West Bakalia Ward,2.0,2.0,854.0,chattogram,bakalia,0.45,5269.32,low,no
An Amazing Flat Is Ready For Sale At Nasirabad Near O R Nizam Road Residential Area,3.0,3.0,1520.0,chattogram,bagmoniram ward,1.6,10526.32,medium,no
A Comfy Life Is Awaiting You In This 1575 Sq Ft Apartment Ready For Sale At Katalganj R/a,3.0,3.0,1575.0,chattogram,chawk bazaar ward,1.4,8888.89,medium,no
All Set For Selling Purpose This 1485 Sq Ft Flat In A Peaceful Location Of 22 No. Enayet Bazaar Ward.,3.0,4.0,1485.0,chattogram,enayet bazaar ward,1.2,8080.81,low,no
Buy This Great 1430 Sq Ft Apartment In 17 No West Bakalia Ward,3.0,3.0,1430.0,chattogram,bakalia,0.66,4615.38,low,no
"Take A Quick Look At This 1485 Sq Ft Flat For Sale In Proshanti R/A, 10 No. North Kattali Ward .",3.0,3.0,1485.0,chattogram,north kattali ward,0.8,5387.21,low,no
A 1664 Sq Ft Ready Flat Is Here For Sale At 15 No. Bagmoniram Ward,3.0,3.0,1664.0,chattogram,bagmoniram ward,0.92,5528.85,medium,no
"Checkout This 1800 Square Feet Flat Up For Sale At Nasirabad, Rahman Nagar",3.0,4.0,1800.0,chattogram,bayazid,1.25,6944.44,medium,no
3 Bedroom Residence | Non Furnished | Ready To Sale in Nasirabad,3.0,5.0,2000.0,chattogram,bayazid,1.3,6500.0,high,no
Apartment For Sale In Chasma Hill R/a Nearby Jamuna Bank Limited,3.0,3.0,1500.0,chattogram,west sholoshohor ward,0.6,4000.0,medium,no
Beautifully Decorated Flat Covering An Area Of 1570 Sq Ft Is Available For Sale In East Bakalia Ward,3.0,3.0,1570.0,chattogram,bakalia,0.63,4012.74,medium,no
A Strongly Structured Apartment Of 1570 Sq Ft Is Available For Sale In Kalamia Bazar,3.0,3.0,1570.0,chattogram,bakalia,0.63,4012.74,medium,no
"1335 Square Feet Apartment Ready For Sales At Kalamia Bazar ,Bakalia .",3.0,3.0,1335.0,chattogram,bakalia,0.53,3970.04,medium,no
A well-constructed 1325 SQ FT flat is for sale in 18 No. East Bakalia Ward,3.0,3.0,1325.0,chattogram,bakalia,0.59,4452.83,medium,no
Apartment for sale in Bakalia close to Bakalia High School,3.0,3.0,1471.0,chattogram,bakalia,0.61,4146.84,low,no
Modern 1692 SFT ready apartment for sale in Panchlaish,3.0,3.0,1692.0,chattogram,Panchlaish,1.6,9456.26,high,no
A 1400 Sq Ft Ready Flat Is Vacant For Sale At 15 No. Bagmoniram Ward,3.0,3.0,1400.0,chattogram,Bagmoniram Ward,1.12,8000.0,medium,no
Ideal Flat of 1462 SFT In 10 No. North Kattali Available For sale,3.0,3.0,1462.0,chattogram,north kattali ward,0.95,6497.95,medium,no
At Saha Waliullah R/A 1320 Square Feet Flat Up For Sale.,3.0,3.0,1320.0,chattogram,chandgaon ward,0.59,4469.7,low,no
Grab This 1400 Sq Ft Flat Up For Sale In Chattogram DOHS,3.0,3.0,1400.0,chattogram,bayazid,0.7,5000.0,medium,no
A Convenient 1650 Sq Ft Residential Flat Is Prepared To Be Sold At Sarai Para,3.0,3.0,1650.0,chattogram,double mooring,0.66,4000.0,medium,no
Modern 1150 Sq Ft Flat Is Up For Sale In Sarai Para,2.0,2.0,1150.0,chattogram,double mooring,0.46,4000.0,low,no
A Decent 1150 Sq.Ft Residential Apartment For Sale At Pahartali,2.0,2.0,1150.0,chattogram,double mooring,0.46,4000.0,medium,no
A Well Defined Flat Of 1150 Sq Ft In Pahartali Is Available For Sale,2.0,2.0,1150.0,chattogram,double mooring,0.46,4000.0,medium,no
A Delightful Apartment Of 1150 Sq Ft Is Ready To Sale In A Great Location Of Pahartali.,2.0,2.0,1150.0,chattogram,double mooring,0.46,4000.0,medium,no
A 2 Bedroom Residential Apartment For Sale At Pahartali,2.0,2.0,1150.0,chattogram,double mooring,0.46,4000.0,medium,no
1050 Sq.ft Flat For Sale At Pahartali,2.0,2.0,1050.0,chattogram,double mooring,0.42,4000.0,low,no
A Large 1150 Sq.Ft Flat Is Up For Sale At Pahartali Very Close To Janata Bank Limited,2.0,2.0,1150.0,chattogram,double mooring,0.46,4000.0,low,no
This 1744 Sq Ft Apartment With A Friendly Neighborhood Is Ready For Sale In 4 No Chandgaon Ward,3.0,3.0,1744.0,chattogram,chandgaon ward,1.2,6880.73,medium,no
"An Apartment Is Ready For Sale At Nasirabad Properties Residential Area, Near Ncc Bank Limited.",3.0,4.0,2060.0,chattogram,khulshi,1.15,5582.52,low,no
"Visit And Buy This 1250 Sq Ft Flat In Double Mooring, 28 No. Pathantooly Ward",3.0,3.0,1250.0,chattogram,double mooring,0.7,5600.0,low,no
A Well-constructed 1530 Sq Ft Flat Is For Sale In Mehidibag,3.0,3.0,1530.0,chattogram,bagmoniram ward,1.23,8039.22,medium,no
This 1847 Sq Ft Apartment With A Peaceful Environment Is Ready For Sale In Muradpur,3.0,3.0,1847.0,chattogram,muradpur,1.2,6497.02,medium,no
This 1500 Sq Ft Flat For Sale In Chadra Nagar Which Can Be Your Next Destination,3.0,3.0,1500.0,chattogram,bayazid,0.85,5666.67,low,no
Seal The Deal Of Buying This 1300 Sq Ft Flat In Jamal Khan,3.0,3.0,1300.0,chattogram,jamal khan,1.0,7692.31,low,no
"1330 Sq Ft Apartment To Sale In Jamal Khan, Ashkar Dighir Par",3.0,3.0,1330.0,chattogram,jamal khan,1.0,7518.8,low,no
At 12 No. Sarai Para Ward A 1510 Square Feet Residential Apartment For Sale .,3.0,3.0,1510.0,chattogram,double mooring,0.53,3509.93,low,no
1410 Sq Ft Ready Apartment Is Up For Sale In East Nasirabad,3.0,3.0,1410.0,chattogram,east nasirabad,0.8,5673.76,low,no
Buy This 1460 Sq Ft Flat For Sale In Bayazid,3.0,3.0,1460.0,chattogram,bayazid,0.7,4794.52,low,no
In An Urban Location This 4 Bedroom Home Is Vacant For Sale In Hill View R/A-Block A.,4.0,4.0,2500.0,chattogram,bayazid,1.22,4880.0,medium,no
Fairly Spacious Apartment Of 2200 Sq Ft Is Ready For Sale n 15 No. Bagmoniram Ward,3.0,3.0,2200.0,chattogram,bagmoniram ward,1.9,8636.36,low,no
A Convenient 1000 Sq Ft Residential Flat Is Prepared To Be Sold At South Bakalia,3.0,3.0,1000.0,chattogram,bakalia,0.5,5000.0,medium,no
In The Location Of No West Bakalia An Excellent Flat Of 1300 Sq Ft Is Waiting For Sale,3.0,3.0,1300.0,chattogram,bakalia,0.8,6153.85,low,no
1435 Square Feet-3 Bedroom Apartment For Sales At Bakalia Close To Moor Ali Baper Jame Masjid,3.0,3.0,1435.0,chattogram,bakalia,0.57,3972.13,medium,no
In The Beautiful Neighborhood In Kalamia Bazar A 1335 Sq.Ft Flat Is Up For Sale,3.0,3.0,1335.0,chattogram,bakalia,0.53,3970.04,medium,no
1570 Sq.ft Apartment Ready For Sales At Kalamia Bazar Near Ajijia Islamia Jameh Mosjid,3.0,3.0,1570.0,chattogram,bakalia,0.63,4012.74,low,no
Flat For Sale Covering A Beautiful Area In Chand Mia Road Nearby Chattagram International Medical College &amp; Hospital,3.0,3.0,1625.0,chattogram,chandgaon ward,0.75,4615.38,medium,no
View This 1422 Sq Ft Apartment To Sale In Bakalia,3.0,3.0,1422.0,chattogram,bakalia,0.98,6891.7,high,no
Checkout This 1433 Sq Ft Apartment For Sale In Bakalia,3.0,3.0,1433.0,chattogram,bakalia,0.99,6908.58,low,no
Buy This 1440 Sq Ft Apartment In Bakalia,3.0,3.0,1440.0,chattogram,bakalia,0.99,6875.0,low,no
"1510 Sq Ft Apartment For Sale In Bakalia, Dewan Bazar",3.0,4.0,1510.0,chattogram,bakalia,1.04,6887.42,low,no
1924 Sq Ft Spacious Apartment For Sale In 22 No. Enayet Bazaar Ward,3.0,3.0,1924.0,chattogram,enayet bazaar ward,1.95,10135.14,medium,no
"Buy This 1500 Sq Ft Flat In 15 No. Bagmoniram Ward, Bayazid Bostami Road",3.0,3.0,1500.0,chattogram,bagmoniram ward,1.2,8000.0,medium,no
1644 Sq Ft Ready Apartment Is Available For Sale At Sholokbahar,3.0,3.0,1644.0,chattogram,sholokbahar,0.99,6021.9,low,no
"We Bring You A Nice Residence Of 1800 Sq Ft, For Sale In Bagmoniram Ward",3.0,4.0,1800.0,chattogram,bagmoniram ward,1.3,7222.22,low,no
A 1700 Sq Ft Well Fitted Residential Property Is On Sale In Chandgaon R/a,3.0,3.0,1700.0,chattogram,chandgaon ward,0.8,4705.88,medium,no
Deal With This 1760 Sq Ft Ready Apartment Up For Sale In Muradpur,3.0,4.0,1760.0,chattogram,muradpur,1.31,7443.18,low,no
900 Sq Ft Flat With 2 Bedrooms Is For sale At Bayazid,2.0,2.0,900.0,chattogram,bayazid,0.5,5555.56,medium,no
"Buy This 1800 Sq Ft Flat In Panchlaish, Sugandha Residential Area",3.0,3.0,1800.0,chattogram,panchlaish,1.58,8777.78,medium,no
1012 Sq Ft Flat Is Available For Sale In 11 No. South Kattali Ward,3.0,3.0,1012.0,chattogram,south kattali ward,0.44,4347.83,low,no
"At Sholokbahar, A 1200 Sq Ft Well Fitted Residential Property Is For Sale Next To Doctors Hospital.",3.0,3.0,1200.0,chattogram,sholokbahar,0.6,5000.0,low,no
"Buy This 1720 Sq Ft Ready Apartment In Sholokbahar, Abdul Hamid Road",3.0,3.0,1720.0,chattogram,sholokbahar,0.79,4593.02,low,no
A Newly Constructed Apartment In Lal Khan Bazaar Is Available For Sale Which Is 1275 Sq Ft,3.0,3.0,1275.0,chattogram,lal khan bazaar,0.74,5803.92,low,no
A well-constructed 978 SQ FT flat is ready to sale in North Kattali,2.0,2.0,978.0,chattogram,north kattali ward,0.55,5623.72,low,no
Buy This 1545 Sq Ft Flat In 9 No. North Pahartali Ward,3.0,3.0,1545.0,chattogram,north pahartali ward,0.77,4983.82,medium,no
Nice 1739 Sq Ft Apartment Is Available For Sale In West Khulshi R/a,3.0,3.0,1739.0,chattogram,north pahartali ward,0.87,5002.88,low,no
Strongly Constructed 1175 Sq Ft Home Is Available For Sale In 9 No. North Pahartali Ward,3.0,3.0,1175.0,chattogram,north pahartali ward,0.59,5021.28,low,no
Offering You 1175 Sq Ft Flat For Sale In West Khulshi R/a,3.0,3.0,1175.0,chattogram,north pahartali ward,0.59,5021.28,medium,no
1336 Sq Ft Serene Flat For Sale In 9 No. North Pahartali Ward,3.0,3.0,1336.0,chattogram,north pahartali ward,0.8,5988.02,medium,no
2000 SQ FT flat is now Vacant for sale in 15 No. Bagmoniram Ward,3.0,3.0,2000.0,chattogram,bagmoniram ward,1.6,8000.0,low,no
An Affordable 3 Bedroom Apartment Is Up For sell In West Khulshi R/A.,3.0,3.0,1593.0,chattogram,north pahartali ward,0.76,4770.87,low,no
We Have A 1699 Sq.Ft Flat For Sale In West Khulshi R/A .,3.0,3.0,1699.0,chattogram,north pahartali ward,0.82,4826.37,low,no
Apartment For Sale In Zakir Hossain Road Nearby Chattogram Diabetic General Hospital,3.0,3.0,1420.0,chattogram,north pahartali ward,0.78,5492.96,medium,no
Welcome You To The Apartment Place In Kotwali That Is Ready For Sale,3.0,3.0,1350.0,chattogram,kotwali,0.67,4962.96,medium,no
1801 SQ FT flat is now for sale which is in East Nasirabad,3.0,3.0,1801.0,chattogram,east nasirabad,1.48,8217.66,low,no
Find Your Place In A 1390 Sq Ft Structurally Well Built Home For Sale In Panchlaish,3.0,3.0,1390.0,chattogram,panchlaish,1.1,7913.67,low,no
A 2 Bedrooms Residential Apartment For Sale At Bayazid Bostami Road .,2.0,2.0,1000.0,chattogram,bagmoniram ward,0.8,8000.0,medium,no
At Bayazid Bostami Road A 1000 Square Ft. Residential Apartment For Sale .,2.0,2.0,1000.0,chattogram,bagmoniram ward,0.8,8000.0,low,no
This Very New Nice Flat Of 1250 Sq Ft Is Up For Sale In Double Mooring,3.0,3.0,1250.0,chattogram,double mooring,0.7,5600.0,medium,no
"Well Developed And Nicely Planned 1225 Sq Ft Flat Is Up For Sale In Chatogram, Near National Hospital Pvt. Ltd.",3.0,3.0,1225.0,chattogram,bagmoniram ward,0.95,7755.1,medium,no
"3 Bedroom Residential Apartment Is Up For Sale In 25 No. Rampur Ward, Double Mooring",3.0,3.0,1550.0,chattogram,double mooring,0.78,5032.26,low,no
Modest Apartment For Property Seekers | 1426 Sq Ft Flat Is For Sale In Halishahar Housing Estate -Block H.,3.0,3.0,1426.0,chattogram,halishahar,0.71,4978.96,medium,no
Close To Al-Haj Yakub Ali Girls High School &amp; College A 1550 Square Feet Residential Apartment For Sale,3.0,3.0,1550.0,chattogram,double mooring,0.78,5032.26,low,no
1200 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3.0,3.0,1200.0,chattogram,north pahartali ward,0.52,4333.33,medium,no
See This 1200 Sq Ft Apartment For Sale Is All Set For You In 33 No. Firingee Bazaar Ward,3.0,3.0,1200.0,chattogram,firingee bazaar ward,0.6,5000.0,low,no
See This 1428 Sq Ft Apartment For Sale Is All Set For You In Sabujbag,3.0,3.0,1428.0,chattogram,halishahar,0.5,3501.4,medium,no
Get Comfortable In A Nice Flat For Sale In North Pahartali Nearby Masjid E Quba,3.0,3.0,1400.0,chattogram,north pahartali ward,0.78,5571.43,medium,no
A 1500 Sq.Ft -3 Bedroom Residential Apartment For Sale At 24 No. North Agrabad Ward,3.0,2.0,1500.0,chattogram,double mooring,0.6,4000.0,medium,no
In The Beautiful Neighborhood In Agrabad Housing Residential Area A 1135 Square Feet Flat Is Up For Sale .,3.0,3.0,1135.0,chattogram,double mooring,0.38,3348.02,low,no
3 Bedroom And 3 Bathroom Apartment For Sale In South Agrabad.,3.0,3.0,1300.0,chattogram,double mooring,0.72,5538.46,low,no
Ready 1550 Sq Ft Flat Is Now For Sale In Double Mooring,3.0,3.0,1550.0,chattogram,double mooring,0.93,6000.0,low,no
A 1550 Square Feet Apartment For Sale Is All Set For You In South Agrabad .,3.0,3.0,1550.0,chattogram,double mooring,0.93,6000.0,low,no
Flat For Sale At 24 No. North Agrabad Ward Near Hamidia Jame Masjid,3.0,5.0,2000.0,chattogram,double mooring,0.6,3000.0,low,no
An Apartment Which Is Up For Sale At Chandgaon Near To Shabanghata Jame Moshzid,3.0,3.0,1536.0,chattogram,chandgaon ward,0.57,3710.94,high,no
1550 SFT Apartment For Sale In Chandgaon Residential Area,3.0,3.0,1550.0,chattogram,chandgaon ward,0.65,4193.55,high,no
This 2 Bedroom Flat In Cosmopolitan R/A With A Convenient Price Is Up For Sale,2.0,2.0,1120.0,chattogram,west sholoshohor ward,0.67,5982.14,medium,no
Visit This 1480 Sq Ft Flat For Sale In Pahartali,3.0,3.0,1480.0,chattogram,double mooring,0.67,4527.03,low,no
"This 1685 Sq Ft Apartment To Sale In Ghat Farhat Beg, Bakalia",3.0,3.0,1685.0,chattogram,bakalia,0.93,5519.29,low,no
"1500 Sq Ft Apartment To Sale In Khalifa Potty, Bakalia",3.0,3.0,1500.0,chattogram,bakalia,0.82,5466.67,low,no
1685 Sq Ft Apartment To Sale In Bakalia Near Majid Sawdagor Masjid,3.0,3.0,1685.0,chattogram,bakalia,0.93,5519.29,low,no
1250 Sq Ft Flat Is Now To Sell Which Is In Double Mooring Near To Dbbl Atm,3.0,3.0,1250.0,chattogram,double mooring,0.5,4000.0,medium,no
"Lovely Apartment Of 1262 Sq Ft Is Up For Sale In Dewan Bazar, Bakalia",3.0,3.0,1262.0,chattogram,bakalia,0.57,4516.64,medium,no
