Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,location_area,Price_in_Cr,is_commercial,is_residential,Price_per_sqft,floor_level
A Well Planned Apartment For Sale In Ashulia Near Baitul Aman Mosjid,3.0,3.0,3.0,vacant,1470.0,dhaka,"Ashulia, Savar",savar,0.78,0.0,1.0,5306.12,low
Well Structured Flat for Sale in Badda close to Sahaba Jame Mosjid,3.0,3.0,8.0,vacant,1396.0,dhaka,"Merul Badda, Badda",badda,0.97,0.0,1.0,6948.42,medium
Cozy Apartment Is Up For Sale In Mirpur- 12 Nearby Agrani Bank Limited,3.0,3.0,5.0,vacant,1100.0,dhaka,"Section 12, Mirpur",mirpur,0.62,0.0,1.0,5636.36,medium
"Prominent Location And Splendid Outlook, This Open Floor Is Up For Sale In Mirpur Near To Life Aid Specialized Hospital Pvt. Ltd.",,,2.0,vacant,1700.0,dhaka,"East Monipur, Mirpur",mirpur,1.16,0.0,1.0,6823.53,low
"Convenient Apartment Is Up For Sale In Shyamoli, Near Shyamoli Club Playground",3.0,3.0,9.0,vacant,1625.0,dhaka,"Ring Road, Shyamoli",shyamoli,1.1,0.0,1.0,6769.23,high
"In An Urban Location And Reasonable Price, This Flat Is For Sale In Nobodoy Housing Society.",2.0,2.0,2.0,vacant,900.0,dhaka,"Nobodoy Housing Society, Mohammadpur",mohammadpur,0.65,0.0,1.0,7222.22,low
"Buy This 1465 Sq Ft Residential Flat In Mirpur, Pallabi",3.0,3.0,5.0,vacant,1465.0,dhaka,"Pallabi, Mirpur",mirpur,0.86,0.0,1.0,5870.31,medium
A Very Well-fitted Home Is Here Sited At Uttara Near Uttara 15 Number Sector Central Jame Mosjid Featuring 1600 Sq Ft Space For Sale.,3.0,3.0,2.0,vacant,1600.0,dhaka,"Sector 15, Uttara",uttara,1.2,0.0,1.0,7500.0,low
A 1180 Square Ft Residential Apartment For Sale At Borobag -Mirpur 2.,3.0,3.0,4.0,vacant,1180.0,dhaka,"Section 2, Mirpur",mirpur,0.65,0.0,1.0,5508.47,medium
"1215 Square Feet Apartment Is Ready For Sale At Ranavola, Turag",3.0,3.0,6.0,vacant,1215.0,dhaka,"Ranavola, Turag",turag,0.75,0.0,1.0,6172.84,medium
A Vacant Flat Of 800 Sq Ft Located In Paikpara Close To Delta Hospital Is Up For Sale.,2.0,2.0,6.0,vacant,800.0,dhaka,"Ahmed Nagar, Mirpur",mirpur,0.4,0.0,1.0,5000.0,medium
We Are Offering You This 785 Sq Ft Ready Flat For Sale In Uttara-4,2.0,2.0,5.0,vacant,785.0,dhaka,"Sector 4, Uttara",uttara,0.82,0.0,1.0,10445.86,medium
"1800 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,8.0,vacant,1800.0,dhaka,"Block J, Bashundhara R-A",bashundhara,1.6,0.0,1.0,8888.89,medium
Reasonable 1700 SQ FT flat is available for sale in Mohammadpur,3.0,3.0,5.0,vacant,1700.0,dhaka,"Ring Road, Mohammadpur",mohammadpur,1.85,0.0,1.0,10882.35,medium
Let Us Help You To Buy This 1125 Sq Ft Apartment Which Is Now Available In Mirpur DOHS,3.0,3.0,3.0,vacant,1125.0,dhaka,"Mirpur DOHS, Mirpur",mirpur,0.95,0.0,1.0,8444.44,low
Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Sale In Mirpur DOHS,3.0,2.0,6.0,vacant,1200.0,dhaka,"Mirpur DOHS, Mirpur",mirpur,1.15,0.0,1.0,9583.33,medium
Uncover Your Place in a 1000 Sq Ft Structurally Well Built House for Sale in Shantinagar,2.0,2.0,1.0,vacant,1000.0,dhaka,"Shantinagar Bazar Rd, Shantinagar",shantinagar,0.75,0.0,1.0,7500.0,low
"In The Suitable Location of Shantinagar, an Eye-catching Flat of 1150 Sq Ft Is Up For Sale",3.0,2.0,1.0,vacant,1150.0,dhaka,"Shantinagar Bazar Rd, Shantinagar",shantinagar,0.9,0.0,1.0,7826.09,low
800 Sq Ft Flat Is Now For Sale In West Ahmed Nagar,2.0,2.0,3.0,vacant,800.0,dhaka,"Ahmed Nagar, Mirpur",mirpur,0.4,0.0,1.0,5000.0,low
New with a view – 1000 SQ FT Flat for Sale in West Shewrapara,3.0,2.0,1.0,vacant,1000.0,dhaka,"West Shewrapara, Mirpur",mirpur,0.6,0.0,1.0,6000.0,low
Deal With This 1030 Sq Ft Apartment For Sale In Mirpur-7,3.0,2.0,6.0,vacant,1030.0,dhaka,"Section 7, Mirpur",mirpur,0.6,0.0,1.0,5825.24,medium
At Mirpur Flat For Sale Close To Prince Bazar,3.0,3.0,9.0,vacant,1250.0,dhaka,"Section 1, Mirpur",mirpur,0.67,0.0,1.0,5360.0,high
"1105 Square Feet Flat Is Waiting For Sale At Begum Rokeya Sharani, East Kazipara",3.0,3.0,7.0,vacant,1105.0,dhaka,"East Kazipara, Mirpur",mirpur,0.75,0.0,1.0,6787.33,medium
A 2374 Square Feet Residential Apartment For Sale At Bashundhara R-A Close To Sunflower School And College.,3.0,3.0,2.0,vacant,2374.0,dhaka,"Block A, Bashundhara R-A",bashundhara,2.65,0.0,1.0,11162.59,low
"Live Pleasantly In This 970 Sq Ft Apartment For Sale In East Kazipara, Mirpur",2.0,2.0,1.0,vacant,970.0,dhaka,"East Kazipara, Mirpur",mirpur,0.4,0.0,1.0,4123.71,low
Buy This 1239 Sq Ft Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,6.0,vacant,1239.0,dhaka,"Sector 12, Uttara",uttara,1.1,0.0,1.0,8878.13,medium
"1040 Sq Ft Apartment With 2 Bedrooms For Sale In Section 15, Mirpur",2.0,2.0,5.0,vacant,1040.0,dhaka,"Section 15, Mirpur",mirpur,0.62,0.0,1.0,5961.54,medium
"View This 1350 Sq Ft Residential Flat For Sale In Mirpur, Middle Monipur",3.0,3.0,1.0,vacant,1350.0,dhaka,"Middle Monipur, Mirpur",mirpur,0.85,0.0,1.0,6296.3,low
1660 Sq Ft Decent Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,1.0,vacant,1660.0,dhaka,"Sector 12, Uttara",uttara,1.05,0.0,1.0,6325.3,low
"Take A Look At This 1497 Sq Ft Apartment For Sale In Agargaon, Taltola",4.0,4.0,1.0,vacant,1497.0,dhaka,"Taltola, Agargaon",agargaon,0.95,0.0,1.0,6346.03,low
"Grab This 1360 Sq Ft Apartment For Sale In Pallabi, Mirpur",3.0,3.0,3.0,vacant,1360.0,dhaka,"Pallabi, Mirpur",mirpur,1.39,0.0,1.0,10220.59,low
"This Comfy Flat Is Vacant Right Now For Sale In East Kazipara, Which Is 1360 Sq Ft",3.0,3.0,1.0,vacant,1360.0,dhaka,"East Kazipara, Mirpur",mirpur,0.8,0.0,1.0,5882.35,low
A Nicely Constructed Apartment Of 2220 Sq Ft Is Available Right Now For Sale In Bashundhara R-a,4.0,5.0,2.0,vacant,2220.0,dhaka,"Block F, Bashundhara R-A",bashundhara,2.4,0.0,1.0,10810.81,low
"Have A Look At This 1100 Sq Ft Property Which Is Up For Sale Located At Section 12, Mirpur",3.0,3.0,9.0,vacant,1100.0,dhaka,"Section 12, Mirpur",mirpur,0.65,0.0,1.0,5909.09,high
"Get Comfortable In A 930 Sq Ft Nice Flat For Sale In Middle Monipur, Mirpur",2.0,2.0,7.0,vacant,930.0,dhaka,"Middle Monipur, Mirpur",mirpur,0.55,0.0,1.0,5913.98,medium
"2250 Square Ft Residential Apartment For Sale At Bashundhara R-A, Block B",3.0,4.0,6.0,vacant,2250.0,dhaka,"Block B, Bashundhara R-A",bashundhara,2.15,0.0,1.0,9555.56,medium
"A Comfortable 1238 Sq Ft Flat Is Here For Sale In Lake Circus Road, Kalabagan",3.0,3.0,1.0,vacant,1238.0,dhaka,"Lake Circus Road, Kalabagan",kalabagan,1.1,0.0,1.0,8885.3,low
"Check This Fine Looking Flat Of 1700 Sq Ft Offered For Sale In Block F, Banasree",3.0,3.0,3.0,vacant,1700.0,dhaka,"Block F, Banasree",banasree,1.5,0.0,1.0,8823.53,low
Buy This 1120 Sq Ft Apartment In The Flourishing Settlement Of Kallyanpur,3.0,3.0,7.0,vacant,1120.0,dhaka,"Kallyanpur, Mirpur",mirpur,0.6,0.0,1.0,5357.14,medium
"Let Us Assist You To Buy This 1150 Sq Ft Apartment Mirpur, Kallyanpur",3.0,3.0,1.0,vacant,1150.0,dhaka,"Kallyanpur, Mirpur",mirpur,0.6,0.0,1.0,5217.39,low
"We Are Presenting You With This 1200 Sq Ft Apartment For Sale In North Pirerbag, Mirpur",3.0,3.0,6.0,vacant,1200.0,dhaka,"Pirerbag, Mirpur",mirpur,0.6,0.0,1.0,5000.0,medium
"Grab This 1635 Sq Ft Beautiful Apartment For Sale In Ahmed Nagar, Paikpara",3.0,4.0,5.0,vacant,1635.0,dhaka,"Ahmed Nagar, Mirpur",mirpur,0.9,0.0,1.0,5504.59,medium
We Are Offering To You This 1445 Sq Ft Lovely Flat For Sale In Banasree,3.0,3.0,4.0,vacant,1445.0,dhaka,"Block B, Banasree",banasree,1.3,0.0,1.0,8996.54,medium
"Buy This Beautiful 1350 Sq Ft Ready Flat In Dakshin Khan, Sobur Khan Road",3.0,3.0,9.0,vacant,1350.0,dhaka,"Sobur khan Road, Dakshin Khan",dakshin khan,0.65,0.0,1.0,4814.81,high
"At Ibrahimpur , This 1115 Square Ft. Nice Flat Is Up For Sale Within Your Affordability.",3.0,2.0,4.0,vacant,1115.0,dhaka,"Kamal Khan Road, Ibrahimpur",ibrahimpur,0.58,0.0,1.0,5201.79,medium
1000 Sq Ft Flat With 2 Bedrooms Is Up For Sale In Dakshin Khan,2.0,2.0,4.0,vacant,1000.0,dhaka,"East Azampur, Dakshin Khan",dakshin khan,0.6,0.0,1.0,6000.0,medium
"Available At Bashundhara R-A, Block L A 1550 Square Feet And 3 Bedroom Residential Apartment For Sale.",3.0,3.0,1.0,vacant,1550.0,dhaka,"Block L, Bashundhara R-A",bashundhara,1.2,0.0,1.0,7741.94,low
Covering 975 Sq Ft Space A Flat Is Up For Sale In Bochila,3.0,2.0,9.0,vacant,975.0,dhaka,"Bochila, Mohammadpur",mohammadpur,0.4,0.0,1.0,4102.56,high
"A 2440 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Block H, Bashundhara R/A",4.0,4.0,8.0,vacant,2440.0,dhaka,"Block H, Bashundhara R-A",bashundhara,2.54,0.0,1.0,10409.84,medium
2700 Square Feet Apartment Is Ready For Sale In Banani Dohs,3.0,3.0,5.0,vacant,2700.0,dhaka,"Road No 2, Banani DOHS",banani dohs,6.75,0.0,1.0,25000.0,medium
2700 Square Feet Great Apartment For Sale In Banani Dohs,3.0,3.0,5.0,vacant,2700.0,dhaka,"Road No 2, Banani DOHS",banani dohs,6.75,0.0,1.0,25000.0,medium
"Offering You A 1250 Sq Ft Nice Flat For Sale In Nobodoy Housing Society, Mohammadpur",3.0,3.0,8.0,vacant,1250.0,dhaka,"Nobodoy Housing Society, Mohammadpur",mohammadpur,0.75,0.0,1.0,6000.0,medium
1600 Sq Ft Apartment With 3 Bedrooms For Sale In Aftab Nagar,3.0,3.0,8.0,vacant,1600.0,dhaka,"Block C, Aftab Nagar",aftab nagar,1.44,0.0,1.0,9000.0,medium
"Get This Well Defined 1600 Sq Ft Flat For Sale In Tajmahal Road, Mohammadpur",3.0,3.0,3.0,vacant,1600.0,dhaka,"Tajmahal Road, Mohammadpur",mohammadpur,1.92,0.0,1.0,12000.0,low
"Choose This 1550 Sq Ft Apartment Ready For Sale In Aftab Nagar, Block A",3.0,3.0,7.0,vacant,1550.0,dhaka,"Block A, Aftab Nagar",aftab nagar,1.15,0.0,1.0,7419.35,medium
"2187 Square Feet Apartment For Sale In Mohammadpur, Iqbal Road",4.0,4.0,4.0,vacant,2187.0,dhaka,"Iqbal Road, Mohammadpur",mohammadpur,3.94,0.0,1.0,18015.55,medium
"1500 Sq Ft Amazing Flat For Sale In West Rampura, Mohanagar Housing",3.0,3.0,7.0,vacant,1500.0,dhaka,"West Rampura, Rampura",rampura,1.2,0.0,1.0,8000.0,medium
"Feel Satisfied Living In This 1227 Sq Ft Flat In Bashabo, Madartek",3.0,3.0,4.0,vacant,1227.0,dhaka,"Madartek, Bashabo",bashabo,0.58,0.0,1.0,4726.98,medium
Buy This Amazing 1150 Square Feet Apartment In Mirpur,3.0,3.0,6.0,vacant,1150.0,dhaka,"West Shewrapara, Mirpur",mirpur,0.6,0.0,1.0,5217.39,medium
"Buy This 600 Square Feet Apartment In Mirpur, West Shewrapara",2.0,1.0,4.0,vacant,600.0,dhaka,"West Shewrapara, Mirpur",mirpur,0.2,0.0,1.0,3333.33,medium
"Start a new home, in this 1050 SQ FT apartment for sale in Dakkhin Paikpara",3.0,2.0,3.0,vacant,1050.0,dhaka,"Paikpara, Mirpur",mirpur,0.45,0.0,1.0,4285.71,low
This Small 550 Square Feet Commercial Floor For Sale Very Close To Kuril Kazibari Jame Mosjid,,,1.0,vacant,550.0,dhaka,"Pragati Soroni, Kuril",kuril,0.8,1.0,0.0,14545.45,low
Let Us Assist You To Buy This 1300 Sq Ft Flat For The Relaxing Life You Desire To Have In The Area Of Mirpur,3.0,3.0,1.0,vacant,1300.0,dhaka,"Dakkhin Paikpara, Mirpur",mirpur,0.65,0.0,1.0,5000.0,low
This 2150 Sq.Ft Spacious Apartment Which Is Up For Sale At Dhanmondi Near By National Bank Limited.,3.0,3.0,5.0,vacant,2150.0,dhaka,"Road No 9A, Dhanmondi",dhanmondi,2.35,0.0,1.0,10930.23,medium
"At Uttar Khan, 1335 Sq Ft Flat Is Available For Sale",3.0,3.0,4.0,vacant,1335.0,dhaka,"Puran Para, Uttar Khan",uttar khan,0.6,0.0,1.0,4494.38,medium
"1186 Square Feet And 3 Bedroom Residential Apartment For Sale At Puran Para, Uttar Khan .",3.0,3.0,5.0,vacant,1186.0,dhaka,"Puran Para, Uttar Khan",uttar khan,0.53,0.0,1.0,4468.8,medium
Wonderful 895 SQ FT home is available for sale in Agargaon,2.0,2.0,7.0,vacant,895.0,dhaka,"West Agargaon, Agargaon",agargaon,0.55,0.0,1.0,6145.25,medium
Affordableble 765 Sq Ft Apartment Is Up For Sale In West Agargaon,2.0,2.0,3.0,vacant,765.0,dhaka,"West Agargaon, Agargaon",agargaon,0.52,0.0,1.0,6797.39,low
"An Adequate Residence Is up For Sale In Section 11, Mirpur With Satisfactory Price",2.0,2.0,2.0,vacant,750.0,dhaka,"Section 11, Mirpur",mirpur,0.4,0.0,1.0,5333.33,low
"750 Sq Ft Apartment Is Available For Sale At Section 11, Mirpur",2.0,2.0,2.0,vacant,750.0,dhaka,"Section 11, Mirpur",mirpur,0.4,0.0,1.0,5333.33,low
In Mirpur this flat is up for sale which is 930 SQ FT,3.0,3.0,4.0,vacant,930.0,dhaka,"2nd Colony, Mirpur",mirpur,0.39,0.0,1.0,4193.55,medium
An Amazing 1542 Sq.ft -3 Bedroom Apartment Is Up For Sale In Shah Ali Bag .,3.0,3.0,7.0,vacant,1542.0,dhaka,"Section 1, Mirpur",mirpur,0.85,0.0,1.0,5512.32,medium
Evaluate This 650 Square Feet Apartment For Sale In Mirpur,2.0,2.0,5.0,vacant,650.0,dhaka,"Section 11, Mirpur",mirpur,0.24,0.0,1.0,3692.31,medium
"Buy This Nice Flat Of 1250 Sq Ft, Which Is Located At Darussalam, Mirpur",3.0,3.0,8.0,vacant,1250.0,dhaka,"Darussalam, Mirpur",mirpur,0.62,0.0,1.0,4960.0,medium
"Obtain This Well Fitted Flat Of 1250 Sq Ft Which Is Up For Sale In Darussalam, Mirpur",3.0,2.0,4.0,vacant,1250.0,dhaka,"Darussalam, Mirpur",mirpur,0.62,0.0,1.0,4960.0,medium
"See This 3 Bedroom Smartly Priced Apartment Which Is Up For Sale In North Ibrahimpur, That You Should Check.",3.0,3.0,3.0,vacant,1600.0,dhaka,"North Ibrahimpur, Ibrahimpur",ibrahimpur,0.95,0.0,1.0,5937.5,low
1275 Sq.Ft. Apartment Available For Sale In North Manikdi,3.0,3.0,3.0,vacant,1275.0,dhaka,"Manikdi, Cantonment",cantonment,0.57,0.0,1.0,4470.59,low
"Ready 875 SQ FT flat is now for sale in Mirpur, Block E",2.0,2.0,6.0,vacant,875.0,dhaka,"Section 1, Mirpur",mirpur,0.4,0.0,1.0,4571.43,medium
Offering you 1300 SQ FT flat for sale in Mirpur near to Paikpara Jame Masjid,3.0,3.0,4.0,vacant,1300.0,dhaka,"Middle Paikpara, Mirpur",mirpur,0.65,0.0,1.0,5000.0,medium
Offering You A 1300 Sq Ft Flat For Sale In Middle Paikpara Near Paikpara Central Jame Masjid,3.0,3.0,7.0,vacant,1300.0,dhaka,"Middle Paikpara, Mirpur",mirpur,0.65,0.0,1.0,5000.0,medium
Apartment Of 1180 Sq Ft Is For Sale In Bashundhara R-a Near Nsu,3.0,3.0,1.0,vacant,1180.0,dhaka,"Block I, Bashundhara R-A",bashundhara,0.75,0.0,1.0,6355.93,low
Flat For Sale In Mohammadpur Near Mohammadpur Girls&#039; High School,2.0,2.0,8.0,vacant,956.0,dhaka,"Nurjahan Road, Mohammadpur",mohammadpur,0.58,0.0,1.0,6066.95,medium
"Select This 1250 Square Feet Apartment Up For Sale In Mohammadpur, Shekhertek",3.0,2.0,3.0,vacant,1250.0,dhaka,"Shekhertek, Mohammadpur",mohammadpur,0.75,0.0,1.0,6000.0,low
"Buy This Nice Flat Of 900 Sq Ft, Which Is Located At West Monipur Near Jame Mosjid",3.0,2.0,1.0,vacant,900.0,dhaka,"West Monipur, Mirpur",mirpur,0.43,0.0,1.0,4777.78,low
This Very New Nice Flat Of 925 Sq Ft Is Up For Sale In West Monipur,3.0,2.0,2.0,vacant,925.0,dhaka,"West Monipur, Mirpur",mirpur,0.44,0.0,1.0,4756.76,low
"900 Square Feet Apartment Is For Sale At Kamal Sharani, West Monipur",3.0,2.0,3.0,vacant,900.0,dhaka,"West Monipur, Mirpur",mirpur,0.43,0.0,1.0,4777.78,low
1800 SQ FT flat is now for sale in Pirerbag,4.0,4.0,9.0,vacant,1800.0,dhaka,"Pirerbag, Mirpur",mirpur,0.9,0.0,1.0,5000.0,high
"Be Content With Your Amazing Home Taste Through Buying This 1225 Sq Ft Flat In Mirpur, West Shewrapara",3.0,2.0,3.0,vacant,1225.0,dhaka,"West Shewrapara, Mirpur",mirpur,0.55,0.0,1.0,4489.8,low
"This Very Nice Flat Of 1100 Sq Ft Is Up For Sale In West Monipur, Mirpur",3.0,2.0,4.0,vacant,1100.0,dhaka,"West Monipur, Mirpur",mirpur,0.46,0.0,1.0,4181.82,medium
"Buy This Nice Flat Of 1100 Sq Ft, Which Is Located At Gedu Matabor Road, Ibrahimpur",3.0,2.0,6.0,vacant,1100.0,dhaka,"North Ibrahimpur, Ibrahimpur",ibrahimpur,0.58,0.0,1.0,5272.73,medium
"See This 1300 Sq Ft Apartment For Sale Is All Set For You In Taltola, Agargaon",2.0,2.0,2.0,vacant,1300.0,dhaka,"Taltola, Agargaon",agargaon,0.65,0.0,1.0,5000.0,low
A Finely Built 800 Sq Ft Flat Is Up For sale In North Pirerbag,3.0,2.0,6.0,vacant,800.0,dhaka,"Pirerbag, Mirpur",mirpur,0.53,0.0,1.0,6625.0,medium
"Convenient Flat Is Up for Sale In Mohammadpur, Near To BRAC Bank Limited | ATM Booth",2.0,2.0,5.0,vacant,830.0,dhaka,"PC Culture Housing, Mohammadpur",mohammadpur,0.47,0.0,1.0,5662.65,medium
4025 Sq Ft Commercial Space Is Available For Sale In Bashundhara R-a,,,6.0,vacant,4025.0,dhaka,"Block B, Bashundhara R-A",bashundhara,5.0,1.0,0.0,12422.36,medium
"1200 Sq Ft Residential Flat Is Being Constructed For Sale In Mirpur, Ahmed Nagar",3.0,3.0,4.0,vacant,1200.0,dhaka,"Ahmed Nagar, Mirpur",mirpur,0.75,0.0,1.0,6250.0,medium
"See This 1465 Sq Ft Apartment For Sale Is All Set For You In S P Road, Paikpara",3.0,3.0,6.0,vacant,1465.0,dhaka,"Paikpara, Mirpur",mirpur,0.8,0.0,1.0,5460.75,medium
"Looking for a nice home to sale in Mirpur, check this one which is 1050 SQ FT",3.0,2.0,2.0,vacant,1050.0,dhaka,"Pallabi, Mirpur",mirpur,0.6,0.0,1.0,5714.29,low
Lovely Apartment Covering An Area Of 1260 Sq Ft Is Up For Sale In Uttara Near Uttara South Lake,3.0,3.0,1.0,vacant,1260.0,dhaka,"Sector 5, Uttara",uttara,0.7,0.0,1.0,5555.56,low
At Senpara Nice Flat Up For Sale Near Mother Care International School,3.0,3.0,8.0,vacant,1275.0,dhaka,"Section 10, Mirpur",mirpur,0.72,0.0,1.0,5647.06,medium
Flat For Sale In Mirpur Near Senpara Jame Masjid,2.0,2.0,2.0,vacant,855.0,dhaka,"Section 10, Mirpur",mirpur,0.43,0.0,1.0,5029.24,low
Remarkable Office Of 2154 Sq Ft Is Available For Sale In Shiddheswari,,,9.0,vacant,2154.0,dhaka,"Outer Circular Road, Shiddheswari",shiddheswari,3.23,1.0,0.0,14995.36,high
Ample Office Of 2154 Sq Ft Is Waiting For Sale In Outer Circular Road,,,8.0,vacant,2154.0,dhaka,"Outer Circular Road, Shiddheswari",shiddheswari,3.23,1.0,0.0,14995.36,medium
"We bring you a beautiful and distinct Flat of 1513 sq ft for sale in sector 1, uttara",3.0,3.0,2.0,vacant,1513.0,dhaka,"Sector 1, Uttara",uttara,1.35,0.0,1.0,8922.67,low
"An Apartments Of 2000 Sq Ft Is Available For Sale In The Most Prime Location Of Sector 11, Uttara",3.0,4.0,5.0,vacant,2000.0,dhaka,"Sector 11, Uttara",uttara,2.0,0.0,1.0,10000.0,medium
A Nicely Constructed Apartment Of 1175 Sq Ft Is Available Right Now For Sale In Shiddheswari,3.0,3.0,,vacant,1175.0,dhaka,"Outer Circular Road, Shiddheswari",shiddheswari,1.0,0.0,1.0,8510.64,
"Make This 1100 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In North Shahjahanpur",3.0,3.0,3.0,vacant,1100.0,dhaka,"Amtola Masjid Goli Road, North Shahjahanpur",north shahjahanpur,0.9,0.0,1.0,8181.82,low
"1637 Sq Ft Spacious Apartment Is Ready For Sale In Senpara Parbata, Mirpur",3.0,4.0,1.0,vacant,1637.0,dhaka,"Section 10, Mirpur",mirpur,1.2,0.0,1.0,7330.48,low
1425 Sq Ft Apartment For Sale In Mirpur 12,3.0,3.0,5.0,vacant,1425.0,dhaka,"Section 12, Mirpur",mirpur,1.15,0.0,1.0,8070.18,medium
Ready 1500 Sq Ft Flat Is Now For Sale In Bashundhara R-a,3.0,3.0,2.0,vacant,1500.0,dhaka,"Block I, Bashundhara R-A",bashundhara,1.2,0.0,1.0,8000.0,low
Beautiful 612 SQ FT flat is available for sale in Mirpur 12,2.0,2.0,3.0,vacant,612.0,dhaka,"Section 12, Mirpur",mirpur,0.29,0.0,1.0,4738.56,low
"Ready apartment 650 SQ FT is now for sale in Block C, Mirpur",2.0,2.0,1.0,vacant,650.0,dhaka,"Section 12, Mirpur",mirpur,0.4,0.0,1.0,6153.85,low
"A 1220 Sq. Ft. Residential Apartment Is For Sale At Banasree , Main Road .",3.0,3.0,4.0,vacant,1220.0,dhaka,"Block F, Banasree",banasree,0.95,0.0,1.0,7786.89,medium
Move In And Inhabit This 1020 Sq Ft Properly Constructed Apartment For Sale In Sultanganj,2.0,2.0,4.0,vacant,1020.0,dhaka,"Rayer Bazaar, Hazaribag",hazaribag,0.5,0.0,1.0,4901.96,medium
"Buy This 1310 Square Feet Flat In The Prominent Location Of Bashundhara R-a, Block J",3.0,3.0,2.0,vacant,1310.0,dhaka,"Block J, Bashundhara R-A",bashundhara,0.98,0.0,1.0,7480.92,low
"1310 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,2.0,vacant,1310.0,dhaka,"Block J, Bashundhara R-A",bashundhara,1.2,0.0,1.0,9160.31,low
Live With Your Family In This Cozy 650 Sq Ft Residential Flat For Sale In Mirpur-6,2.0,2.0,4.0,vacant,650.0,dhaka,"Section 6, Mirpur",mirpur,0.28,0.0,1.0,4307.69,medium
"Start A New Home, In This 2900 Sq Ft Flat For Sale In Bashundhara R/A Block C, Near Independent University, Bangladesh",4.0,5.0,5.0,vacant,2900.0,dhaka,"Block C, Bashundhara R-A",bashundhara,3.5,0.0,1.0,12068.97,medium
"600 Sq Ft Apartment For Sale In Mirpur, Section 12",2.0,2.0,7.0,vacant,600.0,dhaka,"Section 12, Mirpur",mirpur,0.32,0.0,1.0,5333.33,medium
At Khilkhet Close To Kurmitola High School and College A 1125 Sq.Ft Residential Apartment For Sale,3.0,3.0,7.0,vacant,1125.0,dhaka,"School Road, Khilkhet",khilkhet,0.59,0.0,1.0,5244.44,medium
A 3 Bedroom Residential Apartment For Sale At Bashundhara Next To Sunnydale School .,3.0,4.0,4.0,vacant,2230.0,dhaka,"Block F, Bashundhara R-A",bashundhara,2.12,0.0,1.0,9506.73,medium
Seize This 1150 Sq Ft Apartment Up For Sale In Mirpur Dohs,2.0,2.0,1.0,vacant,1150.0,dhaka,"Mirpur DOHS, Mirpur",mirpur,0.87,0.0,1.0,7565.22,low
Sophisticated Style! This 1175 Sq.Ft Flat For Sale In Senpara Parbata Is All About It .,3.0,2.0,3.0,vacant,1175.0,dhaka,"Section 10, Mirpur",mirpur,0.7,0.0,1.0,5957.45,low
Worthy 1040 SQ FT residence is for sale at Banasree,3.0,3.0,6.0,vacant,1040.0,dhaka,"South Banasree Project, Banasree",banasree,0.65,0.0,1.0,6250.0,medium
"Checkout This 2060 Square Feet Flat Available For Sale In Bashundhara R-a, Block J",3.0,3.0,6.0,vacant,2060.0,dhaka,"Block J, Bashundhara R-A",bashundhara,1.85,0.0,1.0,8980.58,medium
"1425 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block D",3.0,3.0,1.0,vacant,1425.0,dhaka,"Block D, Bashundhara R-A",bashundhara,2.0,0.0,1.0,14035.09,low
Appealing Property In Khilkhet – 3 Bedroom Flat For Sale,3.0,3.0,7.0,vacant,1280.0,dhaka,"Amtola, Khilkhet",khilkhet,0.77,0.0,1.0,6015.62,medium
Discover Your Ideal 2650 Sq Ft Flat For Sale In Bashundhara R-A Today!,4.0,4.0,1.0,vacant,2650.0,dhaka,"Block A, Bashundhara R-A",bashundhara,2.1,0.0,1.0,7924.53,low
Settle Down In This 1218 Sq Ft Flat Up For Sale In Malibagh,3.0,3.0,1.0,vacant,1218.0,dhaka,"Malibag College Road, Malibagh",malibagh,1.1,0.0,1.0,9031.2,low
Grab This 1475 Sq Ft Flat For Sale In Malibagh Chowdhury Para,3.0,3.0,5.0,vacant,1475.0,dhaka,"Malibagh Chowdhury Para, Malibagh",malibagh,1.5,0.0,1.0,10169.49,medium
"A 1500 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Nayatola, Maghbazar",3.0,3.0,5.0,vacant,1500.0,dhaka,"Nayatola, Maghbazar",maghbazar,0.73,0.0,1.0,4866.67,medium
"Grab This 1275 Sq Ft Flat Up For Sale In Banasree, Block B",3.0,3.0,6.0,vacant,1275.0,dhaka,"Block B, Banasree",banasree,1.06,0.0,1.0,8313.73,medium
"An Apartment Is Up For Sale In Ibrahimpur, Near Ibrahimpur Central Jame Masjid.",2.0,2.0,5.0,vacant,1050.0,dhaka,"North Ibrahimpur, Ibrahimpur",ibrahimpur,0.48,0.0,1.0,4571.43,medium
A Decent Apartment In Mohakhali Near Jabala ICDDRB Is Up For Sale,2.0,2.0,5.0,vacant,850.0,dhaka,"Dakhshin Para, Mohakhali",mohakhali,0.55,0.0,1.0,6470.59,medium
