Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,location_area,Price_in_Cr,is_commercial,is_residential,Price_per_sqft,floor_level
An Apartment for sale is all set for you to settle in Double Mooring close to CDA Central Mosque,3.0,3.0,1.0,vacant,1250.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.75,0.0,1.0,6000.0,low
"Worthy 1355 Sq Ft Residence Is For Sale At Chattogram, Bahaddarhat",3.0,3.0,12.0,vacant,1355.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.47,0.0,1.0,3468.63,high
At Khaja Road 1355 Square Feet Apartment Is For Sale Close To Shabanghata Jame Moshzid.,3.0,3.0,11.0,vacant,1355.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.47,0.0,1.0,3468.63,high
Worthy 1355 Sq Ft Residence Is For Sale At Bahaddarhat,3.0,3.0,10.0,vacant,1355.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.47,0.0,1.0,3468.63,high
Grab This Lovely Flat Of 2180 Sq Ft Is Up For Sale In Mohara Before It&#039;s Sold Out,3.0,3.0,6.0,vacant,2180.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.9,0.0,1.0,4128.44,medium
"Buy This 1800 Square Feet Flat In Bayazid, Nasirabad",3.0,4.0,6.0,vacant,1800.0,chattogram,"Nasirabad, Bayazid",bayazid,1.25,0.0,1.0,6944.44,medium
"1800 Square Feet Flat With Great Rooms For Sale At Bayazid, Nasirabad",3.0,4.0,5.0,vacant,1800.0,chattogram,"Nasirabad, Bayazid",bayazid,1.25,0.0,1.0,6944.44,medium
Commodious 2000 Sq Feet Residential Apartment For Sale In Bayazid,3.0,5.0,11.0,vacant,2000.0,chattogram,"Nasirabad, Bayazid",bayazid,1.3,0.0,1.0,6500.0,high
Best Location | Spacious and Bright 3 Bed Apartment | For Sale in Khulshi,3.0,3.0,1.0,vacant,2200.0,chattogram,"North Khulshi, Khulshi",khulshi,1.75,0.0,1.0,7954.55,low
A Beautiful 972 sft Apartment Is Up For Sale At,2.0,2.0,2.0,vacant,972.0,chattogram,"South Khulshi, Khulshi",khulshi,0.5,0.0,1.0,5144.03,low
"Get This 1860 Sq Ft Apartment, Up For Sale In Muradpur, Nasirabad Housing Society",3.0,4.0,1.0,vacant,1860.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,1.38,0.0,1.0,7419.35,low
Deal With This 1250 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,4.0,4.0,7.0,vacant,1250.0,chattogram,"Khulshi Garden View Housing Society, 9 No. North Pahartali Ward",north pahartali ward,0.86,0.0,1.0,6880.0,medium
1150 Sq Ft Residential Property Is For Sale In 9 No. North Pahartali Ward,3.0,3.0,2.0,vacant,1150.0,chattogram,"Khulshi Garden View Housing Society, 9 No. North Pahartali Ward",north pahartali ward,0.75,0.0,1.0,6521.74,low
"Buy This 1400 Square Feet Flat In Bayazid, Shahid Nagar",3.0,3.0,3.0,vacant,1400.0,chattogram,"Shahid Nagar, Bayazid",bayazid,0.8,0.0,1.0,5714.29,low
1324 Sq Ft Large Flat For Sale In Hillview Residential Area,3.0,3.0,1.0,vacant,1324.0,chattogram,"Hillview Residential Area, 15 No. Bagmoniram Ward",bagmoniram ward,0.94,0.0,1.0,7099.7,low
"Plan To Move In This 1300 Sq Ft Flat Which Is For Sale In Ali Nagar, Bayazid",3.0,3.0,4.0,vacant,1300.0,chattogram,"Ali Nagar, Bayazid",bayazid,0.72,0.0,1.0,5538.46,medium
Check This Fine Looking Flat Of 2643 Sq Ft Offered For Sale In South Khulsi,4.0,4.0,9.0,vacant,2643.0,chattogram,"South Khulshi, Khulshi",khulshi,2.3,0.0,1.0,8702.23,high
"AT Dhaka Trunk Road, 9 No. North Pahartali Ward, 105 Sq Ft Shop Is Up For Sale",,,1.0,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.37,1.0,0.0,35238.1,low
Get The Commercial Benefits In This 110 Sq Ft Shop At 9 No. North Pahartali Ward,,,1.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38,1.0,0.0,34545.45,low
"Buy This Flat With Amazing Residential Features And Views, In 33 No. Firingee Bazaar Ward",3.0,3.0,1.0,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.6,0.0,1.0,5000.0,low
"118 Square Feet Commercial Shop For Sale At Kazirhat, 4 No Chandgaon Ward",,,,vacant,118.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.3,1.0,0.0,25423.73,
A 1200 Square Feet-3 Bedroom Residential Apartment For Sale At 33 No. Firingee Bazaar Ward.,3.0,3.0,1.0,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.6,0.0,1.0,5000.0,low
This 200 Sq Ft Shop In 9 No. North Pahartali Ward Is Up For Sale,,,,vacant,200.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.22,1.0,0.0,11000.0,
"150 Sq Ft Vacant Shop For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",,,4.0,vacant,150.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.3,1.0,0.0,20000.0,medium
"156 Sq Ft Perfect Shop For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",,,4.0,vacant,156.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.31,1.0,0.0,19871.79,medium
156 Sq Ft Finely Built Shop For Sale In 9 No. North Pahartali Ward,,,4.0,vacant,156.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.31,1.0,0.0,19871.79,medium
156 Sq Ft Shop With Amazing Qualities For Sale In 9 No. North Pahartali Ward,,,4.0,vacant,156.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.31,1.0,0.0,19871.79,medium
Invest In This 105 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,3.0,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.37,1.0,0.0,35238.1,low
A Finely Built 1638 Sq Ft Flat Is Up For Sale In 10 No. North Kattali Ward,4.0,4.0,4.0,vacant,1638.0,chattogram,"Dhaka- Chattogram Highway, 10 No. North Kattali Ward",north kattali ward,0.8,0.0,1.0,4884.0,medium
"In Double Mooring, With A Convenient Price, A 1550 Sq Ft Flat Is Up For Sale",3.0,3.0,3.0,vacant,1550.0,chattogram,"25 No. Rampur Ward, Double Mooring",double mooring,0.78,0.0,1.0,5032.26,low
"In The Beautiful Neighborhood Of Double Mooring, An Apartment Of 1550 Sq Ft Is Up For Sale",3.0,3.0,2.0,vacant,1550.0,chattogram,"25 No. Rampur Ward, Double Mooring",double mooring,0.78,0.0,1.0,5032.26,low
"At Kazirhat, A 1100 Sq Ft Apartment Is Up For Sale",2.0,2.0,1.0,vacant,1100.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.45,0.0,1.0,4090.91,low
"Start Your New Home, In This Reasonable And Comfortable 4 Bedroom Flat Which Is Up For Sale In 11 No. South Kattali Ward.",4.0,3.0,5.0,vacant,1500.0,chattogram,"Dakshin Kattali, 11 No. South Kattali Ward",south kattali ward,0.6,0.0,1.0,4000.0,medium
1350 SQ FT flat for Sale in Halishahar close to Halishahar Jame Masjid,3.0,3.0,3.0,vacant,1350.0,chattogram,"Halishahar Road, Halishahar",halishahar,0.68,0.0,1.0,5037.04,low
"14000 Sq Ft A Fully Fitted Elegant Office Is Available For Sale At 28 No. Pathantooly Ward, Double Mooring",,,6.0,vacant,14000.0,chattogram,"28 No. Pathantooly Ward, Double Mooring",double mooring,35.0,1.0,0.0,25000.0,medium
Checkout This Decent 115 Sq Ft Shop Space For Sale In 9 No. North Pahartali Ward,,,3.0,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.4,1.0,0.0,34782.61,low
Take A Look At This 105 Square Feet Commercial Shop For Sale At North Pahartali Beside To Haji Camp Shahaji Jame Masjid,,,2.0,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.37,1.0,0.0,35238.1,low
This 110 Square Feet Commercial Shop For Sale Beside To Haji Camp Shahaji Jame Masjid At North Pahartali.,,,2.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38,1.0,0.0,34545.45,low
"Grab This Shop Arena Of 125 Sq Ft, Lucrative Enough For Your Business Endeavors In 9 No. North Pahartali Ward",,,2.0,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.44,1.0,0.0,35200.0,low
This Shop Area Of 110 Sq Ft Is Perfect Enough For Your Next Business Venture In 9 No. North Pahartali Ward,,,2.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38,1.0,0.0,34545.45,low
120 Square Feet Commercial Shop For Sale At 9 No. North Pahartali Ward Close To Haji Camp Shahaji Jame Masjid,,,2.0,vacant,120.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.42,1.0,0.0,35000.0,low
A 105 Square Feet Commercial Shop For Sale Close To Haji Camp Shahaji Jame Masjid At North Pahartali .,,,2.0,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.37,1.0,0.0,35238.1,low
1575 Sq Ft Convenient Apartment For Sale In 30 No. East Madarbari Ward,3.0,3.0,3.0,vacant,1575.0,chattogram,"Darogahat Road, 30 No. East Madarbari Ward",east madarbari ward,0.9,0.0,1.0,5714.29,low
"1250 Sq Ft Nice Flat Is Up For Sale At Bayezid Dreamland Residential Area, Bayazid",3.0,3.0,4.0,vacant,1250.0,chattogram,"Dreamland Residential Area, Bayazid",bayazid,0.48,0.0,1.0,3840.0,medium
Choose Your Destination At 1400 Sq Ft Flat Which Is Available For Sale In North Pahartali Near Ferozshah Colony Government Primary School,3.0,3.0,1.0,vacant,1400.0,chattogram,"Lake Valley R/A, 9 No. North Pahartali Ward",north pahartali ward,0.7,0.0,1.0,5000.0,low
3000 Sq Ft Flat Is Now Vacant For Sale In South Khulsi Close To South Khulsi Jame Masjid,4.0,4.0,1.0,vacant,3000.0,chattogram,"North Khulshi, Khulshi",khulshi,2.8,0.0,1.0,9333.33,low
A 220 Square Feet Commercial Shop Up For Sale At Nandan Kanan Close To Premier Bank Limited,,,2.0,vacant,220.0,chattogram,"Nandan Kanan, 22 No. Enayet Bazaar Ward",enayet bazaar ward,0.3,1.0,0.0,13636.36,low
Visit This 825 Sq Ft Flat For Sale In Dakshin Kattali Nearby Master Mind School,3.0,3.0,3.0,vacant,825.0,chattogram,"Dakshin Kattali, 11 No. South Kattali Ward",south kattali ward,0.37,0.0,1.0,4484.85,low
1007 Sq Ft Apartment For Sale In Firingee Bazaar Near Firingee Bazaar Temple.,2.0,2.0,8.0,vacant,1007.0,chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.5,0.0,1.0,4965.24,medium
Lucrative Shop Space Up For Sale In Bahaddarhat Near To Jamuna Bank Limited,,,2.0,vacant,157.0,chattogram,"CDA Avenue, Sholokbahar",sholokbahar,0.5,1.0,0.0,31847.13,low
Acquire This Shop Which Is Up For Sale In Bahaddarhat Near Bahaddarhat Jame Masjid,,,5.0,vacant,120.0,chattogram,"CDA Avenue, Sholokbahar",sholokbahar,0.31,1.0,0.0,25833.33,medium
A Commercial Space Is Available For Sale Which Is Located In Bahaddarhat Nearby Bahaddarhat Jame Masjid,,,5.0,vacant,129.0,chattogram,"CDA Avenue, Sholokbahar",sholokbahar,0.34,1.0,0.0,26356.59,medium
1270 Sq Ft Apartment Is Up For Sale At 30 No. East Madarbari Ward Near M/s. Rainbow Cng Service Station Ltd,3.0,3.0,5.0,vacant,1270.0,chattogram,"Majhirghat Road, 30 No. East Madarbari Ward",east madarbari ward,0.66,0.0,1.0,5196.85,medium
Take A Look At This 1400 Square Feet Residential Apartment For Sale Next To East Madarbari City Corporation Girls High School,3.0,3.0,6.0,vacant,1400.0,chattogram,"Majhirghat Road, 30 No. East Madarbari Ward",east madarbari ward,0.73,0.0,1.0,5214.29,medium
Great Location! Check Out This Flat For Sale In 33 No. Firingee Bazaar Ward,3.0,3.0,5.0,vacant,1050.0,chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.52,0.0,1.0,4952.38,medium
Check This 1580 Sq Ft Cozy And Nice Flat Just What You Are Looking For In A Home,3.0,3.0,5.0,vacant,1580.0,chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.79,0.0,1.0,5000.0,medium
Contact Us To Buy 1428 Sq Ft Home Which Is Now Available In Sabujbag For Sale,3.0,3.0,5.0,vacant,1428.0,chattogram,"Sabujbag, Halishahar",halishahar,0.5,0.0,1.0,3501.4,medium
Select Your Next Residing Place At This Nice Flat Of 1408 Sq Ft In Halishahar,3.0,3.0,5.0,vacant,1408.0,chattogram,"Sabujbag, Halishahar",halishahar,0.49,0.0,1.0,3480.11,medium
1500 Sq Ft Flat Is Available For Sale At Pahartali,4.0,4.0,11.0,vacant,1500.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.5,0.0,1.0,3333.33,high
Buy This Flat For The vibrant Urban Lifestyle You Dream About,4.0,4.0,11.0,vacant,1500.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.5,0.0,1.0,3333.33,high
A 1500 Sq.Ft Residential Apartment For Sale At 24 No. North Agrabad Ward.,3.0,2.0,4.0,vacant,1500.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.6,0.0,1.0,4000.0,medium
A 1600 Square Feet House At 24 No. North Agrabad Ward Is Up For Sale.,3.0,2.0,4.0,vacant,1600.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.64,0.0,1.0,4000.0,medium
An Adequate Apartment Of 1160 Sq.Ft Is Up For Sale In Dewan Bazar .,3.0,3.0,4.0,vacant,1160.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.52,0.0,1.0,4482.76,medium
"In South Agrabad, Flat Of 3 Bedroom Is Up For Sale",3.0,3.0,2.0,vacant,1300.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.72,0.0,1.0,5538.46,low
Check This Nice Flat For Sale At North Agrabad Nearby Agrabad Housing Jame Mosque,3.0,2.0,4.0,vacant,1200.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.48,0.0,1.0,4000.0,medium
"118 Square Feet Commercial Shop For Sale At Kazirhat, 4 No Chandgaon Ward",,,,vacant,118.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.3,1.0,0.0,25423.73,
A 1200 Square Feet-3 Bedroom Residential Apartment For Sale At 33 No. Firingee Bazaar Ward.,3.0,3.0,1.0,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.6,0.0,1.0,5000.0,low
This 200 Sq Ft Shop In 9 No. North Pahartali Ward Is Up For Sale,,,,vacant,200.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.22,1.0,0.0,11000.0,
"150 Sq Ft Vacant Shop For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",,,4.0,vacant,150.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.3,1.0,0.0,20000.0,medium
"156 Sq Ft Perfect Shop For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",,,4.0,vacant,156.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.31,1.0,0.0,19871.79,medium
156 Sq Ft Finely Built Shop For Sale In 9 No. North Pahartali Ward,,,4.0,vacant,156.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.31,1.0,0.0,19871.79,medium
156 Sq Ft Shop With Amazing Qualities For Sale In 9 No. North Pahartali Ward,,,4.0,vacant,156.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.31,1.0,0.0,19871.79,medium
Invest In This 105 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,3.0,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.37,1.0,0.0,35238.1,low
A Finely Built 1638 Sq Ft Flat Is Up For Sale In 10 No. North Kattali Ward,4.0,4.0,4.0,vacant,1638.0,chattogram,"Dhaka- Chattogram Highway, 10 No. North Kattali Ward",north kattali ward,0.8,0.0,1.0,4884.0,medium
"In Double Mooring, With A Convenient Price, A 1550 Sq Ft Flat Is Up For Sale",3.0,3.0,3.0,vacant,1550.0,chattogram,"25 No. Rampur Ward, Double Mooring",double mooring,0.78,0.0,1.0,5032.26,low
"In The Beautiful Neighborhood Of Double Mooring, An Apartment Of 1550 Sq Ft Is Up For Sale",3.0,3.0,2.0,vacant,1550.0,chattogram,"25 No. Rampur Ward, Double Mooring",double mooring,0.78,0.0,1.0,5032.26,low
"At Kazirhat, A 1100 Sq Ft Apartment Is Up For Sale",2.0,2.0,1.0,vacant,1100.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.45,0.0,1.0,4090.91,low
"Convenient 1222 Sq Ft Is Now For Sale In Kadamtali, Double Mooring",3.0,3.0,5.0,vacant,1222.0,chattogram,"23 No. North Pathantooly Ward, Double Mooring",double mooring,0.49,0.0,1.0,4009.82,medium
Attention ! A 1226 Sq.ft Kadamtali Apartment Is Up For Sale Close To Baitul Jannat Jame Masjid,3.0,3.0,3.0,vacant,1226.0,chattogram,"23 No. North Pathantooly Ward, Double Mooring",double mooring,0.49,0.0,1.0,3996.74,low
Contact Us To Buy 1428 Sq Ft Home Which Is Now Available In Sabujbag For Sale,3.0,3.0,5.0,vacant,1428.0,chattogram,"Sabujbag, Halishahar",halishahar,0.5,0.0,1.0,3501.4,medium
Select Your Next Residing Place At This Nice Flat Of 1408 Sq Ft In Halishahar,3.0,3.0,5.0,vacant,1408.0,chattogram,"Sabujbag, Halishahar",halishahar,0.49,0.0,1.0,3480.11,medium
1500 Sq Ft Flat Is Available For Sale At Pahartali,4.0,4.0,11.0,vacant,1500.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.5,0.0,1.0,3333.33,high
Buy This Flat For The vibrant Urban Lifestyle You Dream About,4.0,4.0,11.0,vacant,1500.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.5,0.0,1.0,3333.33,high
A 1500 Sq.Ft Residential Apartment For Sale At 24 No. North Agrabad Ward.,3.0,2.0,4.0,vacant,1500.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.6,0.0,1.0,4000.0,medium
A 1600 Square Feet House At 24 No. North Agrabad Ward Is Up For Sale.,3.0,2.0,4.0,vacant,1600.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.64,0.0,1.0,4000.0,medium
An Adequate Apartment Of 1160 Sq.Ft Is Up For Sale In Dewan Bazar .,3.0,3.0,4.0,vacant,1160.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.52,0.0,1.0,4482.76,medium
"In South Agrabad, Flat Of 3 Bedroom Is Up For Sale",3.0,3.0,2.0,vacant,1300.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.72,0.0,1.0,5538.46,low
Check This Nice Flat For Sale At North Agrabad Nearby Agrabad Housing Jame Mosque,3.0,2.0,4.0,vacant,1200.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.48,0.0,1.0,4000.0,medium
1550 Sq Ft Apartment To Sale In Chandgaon Ward,3.0,3.0,2.0,vacant,1550.0,chattogram,"North Forida Para, 4 No Chandgaon Ward",chandgaon ward,0.65,0.0,1.0,4193.55,low
"Buy This 1400 Square Feet Flat In Bayazid, Shahid Nagar",3.0,3.0,3.0,vacant,1400.0,chattogram,"Shahid Nagar, Bayazid",bayazid,0.8,0.0,1.0,5714.29,low
1324 Sq Ft Large Flat For Sale In Hillview Residential Area,3.0,3.0,1.0,vacant,1324.0,chattogram,"Hillview Residential Area, 15 No. Bagmoniram Ward",bagmoniram ward,0.94,0.0,1.0,7099.7,low
"Plan To Move In This 1300 Sq Ft Flat Which Is For Sale In Ali Nagar, Bayazid",3.0,3.0,4.0,vacant,1300.0,chattogram,"Ali Nagar, Bayazid",bayazid,0.72,0.0,1.0,5538.46,medium
1575 Sq Ft Convenient Apartment For Sale In 30 No. East Madarbari Ward,3.0,3.0,3.0,vacant,1575.0,chattogram,"Darogahat Road, 30 No. East Madarbari Ward",east madarbari ward,0.9,0.0,1.0,5714.29,low
This 1550 Sq. Ft.-3 Bedroom Flat Is Up For Sale In The Location Of Chandgaon Residential Area .,3.0,3.0,9.0,vacant,1550.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.75,0.0,1.0,4838.71,high
Offering You 1000 Sq Ft Flat For Sale In Firingee Bazaar Near To One Bank Atm,3.0,3.0,2.0,vacant,1000.0,chattogram,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.5,0.0,1.0,5000.0,low
"200 Sq Ft Office For Sale In Bundle Road, Patharghata, Kotwali",,,2.0,vacant,200.0,chattogram,"Patharghata, Kotwali",kotwali,0.13,1.0,0.0,6500.0,low
In Patharghata This 200 Square Feet Office Space Is Up For Sale.,,,2.0,vacant,200.0,chattogram,"Patharghata, Kotwali",kotwali,0.13,1.0,0.0,6500.0,low
"This Flat 1622 Sq.ft Apartment In Sale Lal Khan Bazaar , Near By Bagghona Siddikiya Mosque",3.0,5.0,2.0,vacant,1622.0,chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",lal khan bazaar,0.93,0.0,1.0,5733.66,low
Take a Look at This 169 Sq Ft shop for sale in Halishahar Near To Halishahar Thana,,,1.0,vacant,169.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.47,1.0,0.0,27810.65,low
Visit This Shop For Sale In Halishahar Near Navy Hospital.,,,,vacant,194.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.54,1.0,0.0,27835.05,
Halishahar Is Offering You A 2000 Sq Ft Apartment Ready For Sale,3.0,3.0,6.0,vacant,2000.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,1.1,0.0,1.0,5500.0,medium
1878 Sq.Ft Flat For Sale In Khulshi Near By Radiant School And College,3.0,3.0,7.0,vacant,1878.0,chattogram,"South Khulshi, Khulshi",khulshi,1.5,0.0,1.0,7987.22,medium
"Ideal Flat of 1635 SFT In Khulshi, Chattogram Available For Sale",3.0,3.0,9.0,vacant,1635.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.2,0.0,1.0,7339.45,high
Live In This Suitable Flat Of 1180 Sq Ft Up For Sale In 33 No. Firingee Bazaar Ward,3.0,3.0,1.0,vacant,1180.0,chattogram,"R C Church Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.65,0.0,1.0,5508.47,low
"Establish Your Peace In This Nice 1250 Sq Ft Apartment For Sale At Hill View R/a, Bayazid",3.0,3.0,1.0,vacant,1250.0,chattogram,"Hill View R/A, Bayazid",bayazid,0.7,0.0,1.0,5600.0,low
"Acquire This 110 Sq Ft Shop Which Is Up For Sale In Dhaka Trunk Road, 9 No. North Pahartali Ward",,,5.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38,1.0,0.0,34545.45,medium
Fully Fitted Shop Space Of 150 Sq Ft Is Ready To Sale In 9 No. North Pahartali Ward Close To Sonali Bank Limited,,,4.0,vacant,150.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.3,1.0,0.0,20000.0,medium
See This Flat Of 1000 Sq Ft As Your Dream Home Located In Double Mooring,3.0,3.0,3.0,vacant,1000.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.4,0.0,1.0,4000.0,low
This 1400 Sq Ft Apartment Is Ready For Sale At 30 No. East Madarbari Ward,3.0,3.0,2.0,vacant,1400.0,chattogram,"Majhirghat Road, 30 No. East Madarbari Ward",east madarbari ward,0.78,0.0,1.0,5571.43,low
This 1080 Sq Ft Well Defined Flat Is Now Vacant To Sale In Chandgaon Residential Area,3.0,3.0,1.0,vacant,1080.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.57,0.0,1.0,5277.78,low
Lucrative Office Space Of 3001 Sq.Ft Up For Sale In Double Mooring Near To Dutch-bangla Bank Limited.,,,7.0,vacant,3001.0,chattogram,"Commerce College Road, Double Mooring",double mooring,4.8,1.0,0.0,15994.67,medium
6529 Sq.Ft Office Space Is Vacant For Sale In Double Mooring Near To Nrb Commercial Bank.,,,12.0,vacant,6529.0,chattogram,"Commerce College Road, Double Mooring",double mooring,13.06,1.0,0.0,20003.06,high
An Office Space Of 3638 Sq.Ft Is Vacant For Sale In Double Mooring Near To Bank Asia.,,,5.0,vacant,3638.0,chattogram,"Commerce College Road, Double Mooring",double mooring,6.55,1.0,0.0,18004.4,medium
We Are Pleased To Offer This Moderate 1555 Sq Ft Apartment In Muzaffarnagar Residential Area.,3.0,3.0,6.0,vacant,1555.0,chattogram,"Polytechnic, Bayazid",bayazid,0.6,0.0,1.0,3858.52,medium
1644 Sq Ft Flat With Great Facilities Is For Sale In 7 No. West Sholoshohor Ward,3.0,3.0,7.0,vacant,1644.0,chattogram,"Bibirhat, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.9,0.0,1.0,5474.45,medium
Tastefully Designed This 1500 Sq Ft Home Is Now Vacant For Sale In Khulshi,3.0,3.0,4.0,vacant,1500.0,chattogram,"South Khulshi, Khulshi",khulshi,0.9,0.0,1.0,6000.0,medium
Buy This 1200 Sq Ft Ready Flat For Sale At Bayazid,3.0,3.0,6.0,vacant,1200.0,chattogram,"Sangbadik Co-operative Housing Society, Bayazid",bayazid,0.45,0.0,1.0,3750.0,medium
"Buy This 1650 Sq Ft Fat In 15 No. Bagmoniram Ward, Nasirabad",3.0,4.0,3.0,vacant,1650.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,1.2,0.0,1.0,7272.73,low
Close To Railway Workshop Gate Jame Mosque This 900 Sq.Ft Residential Apartment For Sale,2.0,2.0,1.0,vacant,900.0,chattogram,"Ambagan Road, Railway Colony",railway colony,0.45,1.0,0.0,5000.0,low
A well-constructed 1325 SQ FT flat is for sale in Bakalia,3.0,3.0,4.0,vacant,1325.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.53,0.0,1.0,4000.0,medium
This 129 Sq Ft Shop Is Up For Sale In South Halishahar,,,,vacant,129.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.37,1.0,0.0,28682.17,
A Commercial Shop Is Up For Sale In The Location Of Halishahar Near Navy Hospital,,,,vacant,176.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.44,1.0,0.0,25000.0,
"In Halishahar Near Navy Hospital, A 110 Sq. Ft Shop Is Vacant For Sale.",,,,vacant,110.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.28,1.0,0.0,25454.55,
