Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,location_area,Price_in_Cr
An Affordable 3 Bedroom Apartment Is Up For sell In West Khulshi R/A.,3.0,3.0,1,vacant,1593.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.76
We Have A 1699 Sq.Ft Flat For Sale In West Khulshi R/A .,3.0,3.0,1,vacant,1699.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.82
Apartment For Sale In Zakir Hossain Road Nearby Chattogram Diabetic General Hospital,3.0,3.0,4,vacant,1420.0,chattogram,"West Khulshi, 9 No. North Pahartali Ward",north pahartali ward,0.78
Welcome You To The Apartment Place In Kotwali That Is Ready For Sale,3.0,3.0,5,vacant,1350.0,chattogram,"Patharghata, Kotwali",kotwali,0.67
1801 SQ FT flat is now for sale which is in East Nasirabad,3.0,3.0,1,vacant,1801.0,chattogram,"C & B Colony, East Nasirabad",east nasirabad,1.48
Find Your Place In A 1390 Sq Ft Structurally Well Built Home For Sale In Panchlaish,3.0,3.0,3,vacant,1390.0,chattogram,"Katalgonj, Panchlaish",panchlaish,1.1
A 2 Bedrooms Residential Apartment For Sale At Bayazid Bostami Road .,2.0,2.0,4,vacant,1000.0,chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward",bagmoniram ward,0.8
At Bayazid Bostami Road A 1000 Square Ft. Residential Apartment For Sale .,2.0,2.0,3,vacant,1000.0,chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward",bagmoniram ward,0.8
This Very New Nice Flat Of 1250 Sq Ft Is Up For Sale In Double Mooring,3.0,3.0,5,vacant,1250.0,chattogram,"28 No. Pathantooly Ward, Double Mooring",double mooring,0.7
Let Us Show You This 3400 Sq Ft Office Area For Sale In 28 No. Pathantooly Ward,,,2,vacant,3400.0,chattogram,"28 No. Pathantooly Ward, Double Mooring",double mooring,1.94
Set Up Your New Office In The Location Of Bahaddarhat Nearby Agrani Bank Limited For Sale.,,,4,vacant,444.0,chattogram,"CDA Avenue, Sholokbahar",sholokbahar,1.2
See This Office Space Of 150 Sq.Ft Is For Sale Located In Chandgaon Near Bahaddarhat Jame Mosque.,,,4,vacant,150.0,chattogram,"CDA Avenue, Sholokbahar",sholokbahar,0.37
A Shop Is Up For Sale In Chandgaon Near Bahaddarhat Kacha Bazar,,,5,vacant,130.0,chattogram,"CDA Avenue, Sholokbahar",sholokbahar,0.34
Acquire This Shop Which Is Up For Sale In Chandgaon Near Hoque Super Market,,,5,vacant,175.0,chattogram,"CDA Avenue, Sholokbahar",sholokbahar,0.46
135 Square Feet Commercial Shop Is Ready For Sale At South Khulshi,,,4,vacant,135.0,chattogram,"South Khulshi, Khulshi",khulshi,0.6
"Well Developed And Nicely Planned 1225 Sq Ft Flat Is Up For Sale In Chatogram, Near National Hospital Pvt. Ltd.",3.0,3.0,7,vacant,1225.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,0.95
Seal The Deal Of Buying This 1300 Sq Ft Flat In Jamal Khan,3.0,3.0,1,vacant,1300.0,chattogram,"Ashkar Dighir Par, Jamal Khan",jamal khan,1.0
"1330 Sq Ft Apartment To Sale In Jamal Khan, Ashkar Dighir Par",3.0,3.0,1,vacant,1330.0,chattogram,"Ashkar Dighir Par, Jamal Khan",jamal khan,1.0
"2 Katha Plot Is Ready Up For Sale In 4 No Chandgaon Ward, Shamsher Para",,,,vacant,1440.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward",chandgaon ward,0.8
3 Katha Residential Plot Is Ready For Sale In 4 No Chandgaon Ward,,,,vacant,2160.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward",chandgaon ward,1.8
Verify This 10 Katha Plot Ready For Sale At 4 No Chandgaon Ward,,,,vacant,7200.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward",chandgaon ward,8.0
125 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,3,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.44
110 Sq Feet Shop Area Is Up For Sale In 9 No. North Pahartali Ward,,,3,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
"3 Bedroom Residential Apartment Is Up For Sale In 25 No. Rampur Ward, Double Mooring",3.0,3.0,1,vacant,1550.0,chattogram,"25 No. Rampur Ward, Double Mooring",double mooring,0.78
Buy This 120 Sq Ft Shop In 9 No. North Pahartali Ward,,,3,vacant,120.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.42
110 Square Feet Commercial Shop For Sale At 9 No. North Pahartali Ward,,,3,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
This 120 Sq Ft Shop Space For Sale Is Assuring You A Great Business Environment Right In 9 No. North Pahartali Ward,,,3,vacant,120.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.42
9 No. North Pahartali Ward Is Highlighting A 110 Square Feet Standard Shop Space For Sale,,,2,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
This Shop Space Of 115 Sq Ft Is Lucrative Enough For Your Next Business Venture In 9 No. North Pahartali Ward,,,2,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.4
Modest Apartment For Property Seekers | 1426 Sq Ft Flat Is For Sale In Halishahar Housing Estate -Block H.,3.0,3.0,8,vacant,1426.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,0.71
"A 14528 Sq Ft Commercial Space Is Available For Sale Which Is Located In 28 No. Pathantooly Ward, Double Mooring",,,3,vacant,14528.0,chattogram,"28 No. Pathantooly Ward, Double Mooring",double mooring,36.32
Close To Al-Haj Yakub Ali Girls High School &amp; College A 1550 Square Feet Residential Apartment For Sale,3.0,3.0,3,vacant,1550.0,chattogram,"25 No. Rampur Ward, Double Mooring",double mooring,0.78
9 No. North Pahartali Ward Is Offering You A 115 Sq Ft Commercial Shop Ready For Sale,,,1,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.4
125 Sq Ft Shop For Sale At 9 No. North Pahartali Ward.,,,1,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.44
"125 Sq Ft Commercial Shop For Sale At 9 No. North Pahartali Ward, With Efficient Commercial Amenities",,,,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
112 Sq Ft Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,vacant,112.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.39
"125 Sq Ft Shop For Sale In An Affordable Price, Right In 9 No. North Pahartali Ward",,,,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
"Buy This 115 Sq Ft Shop In 9 No. North Pahartali Ward, To Invest In Your Shop Business",,,,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.4
102 Sq Ft Shop For Sale In A Booming Location Of 9 No. North Pahartali Ward,,,,vacant,102.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.36
Delightful Commercial Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
1200 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3.0,3.0,4,vacant,1200.0,chattogram,"Akbarshah Railway Colony, 9 No. North Pahartali Ward",north pahartali ward,0.52
See This 1200 Sq Ft Apartment For Sale Is All Set For You In 33 No. Firingee Bazaar Ward,3.0,3.0,2,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.6
"We Are Happy To Presents This 129 Sq Ft Fitted Shop Located In Kazirhat, Mohara For Sale",,,,vacant,129.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.32
See This 1428 Sq Ft Apartment For Sale Is All Set For You In Sabujbag,3.0,3.0,5,vacant,1428.0,chattogram,"Sabujbag, Halishahar",halishahar,0.5
Get Comfortable In A Nice Flat For Sale In North Pahartali Nearby Masjid E Quba,3.0,3.0,4,vacant,1400.0,chattogram,"Rose Valley Residential Area, 9 No. North Pahartali Ward",north pahartali ward,0.78
A 1500 Sq.Ft -3 Bedroom Residential Apartment For Sale At 24 No. North Agrabad Ward,3.0,2.0,5,vacant,1500.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.6
In The Beautiful Neighborhood In Agrabad Housing Residential Area A 1135 Square Feet Flat Is Up For Sale .,3.0,3.0,3,vacant,1135.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.38
3 Bedroom And 3 Bathroom Apartment For Sale In South Agrabad.,3.0,3.0,2,vacant,1300.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.72
Ready 1550 Sq Ft Flat Is Now For Sale In Double Mooring,3.0,3.0,2,vacant,1550.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.93
A 1550 Square Feet Apartment For Sale Is All Set For You In South Agrabad .,3.0,3.0,1,vacant,1550.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.93
Flat For Sale At 24 No. North Agrabad Ward Near Hamidia Jame Masjid,3.0,5.0,1,vacant,2000.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.6
An Apartment Which Is Up For Sale At Chandgaon Near To Shabanghata Jame Moshzid,3.0,3.0,9,vacant,1536.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.57
1550 SFT Apartment For Sale In Chandgaon Residential Area,3.0,3.0,9,vacant,1550.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.65
Evaluate This 8000 Sq Ft Full Building Up For Sale At Bayazid,22.0,10.0,1,vacant,8000.0,chattogram,"Oxygen, Bayazid",bayazid,2.95
Visit This 150 Sq Ft Commercial Shop For Sale In Kazirhat,,,1,vacant,150.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.33
Take a Look at This 146 Sq Ft shop for sale in Chandgaon,,,1,vacant,146.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.29
Take a Look at This 118 Sq Ft shop for sale in Chandgaon,,,1,vacant,118.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.24
This 2 Bedroom Flat In Cosmopolitan R/A With A Convenient Price Is Up For Sale,2.0,2.0,4,vacant,1120.0,chattogram,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.67
Visit This 1480 Sq Ft Flat For Sale In Pahartali,3.0,3.0,2,vacant,1480.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.67
"This 1685 Sq Ft Apartment To Sale In Ghat Farhat Beg, Bakalia",3.0,3.0,2,vacant,1685.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.93
"1500 Sq Ft Apartment To Sale In Khalifa Potty, Bakalia",3.0,3.0,1,vacant,1500.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.82
1685 Sq Ft Apartment To Sale In Bakalia Near Majid Sawdagor Masjid,3.0,3.0,1,vacant,1685.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.93
1250 Sq Ft Flat Is Now To Sell Which Is In Double Mooring Near To Dbbl Atm,3.0,3.0,4,vacant,1250.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.5
"Lovely Apartment Of 1262 Sq Ft Is Up For Sale In Dewan Bazar, Bakalia",3.0,3.0,7,vacant,1262.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.57
"An Amazing 1302 Sq Ft Apartment Is Up For Sale And All Set For You To Settle In Bakalia, Chattogram",3.0,3.0,7,vacant,1302.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.59
Grab A 1302 Sq Ft Apartment For Sale At Dewan Bazar,3.0,3.0,6,vacant,1302.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.59
1310 Sq. Ft Apartment For Sale In Mayor Goli Near Amin Jute Mills Limited,3.0,3.0,9,vacant,1310.0,chattogram,"Mayor Goli, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.55
"Look Into This 1262 Sq Ft Flat For Sale, Is Located In Dewan Bazar.",3.0,3.0,4,vacant,1262.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.57
Have A Look At This 1253 Sq Ft Property Which Is Up For Sale Located At Dewan Bazar,3.0,3.0,2,vacant,1253.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.56
"Good-looking Flat Is Vacant For Sale In Dewan Bazar, Which Is 1253 Sq Ft",3.0,3.0,1,vacant,1253.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.56
1186 Sq Ft Apartment To Sale In Bakalia Close To Kazem Ali School and College,3.0,3.0,4,vacant,1186.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.53
Ready Flat 2410 Sq Ft Is Now For Sale In Bagmoniram Nearby Shahid Zia Shishu Park,4.0,5.0,4,vacant,2410.0,chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward",bagmoniram ward,1.55
Worthy 1650 Sq Ft Residential Apartment Is For Sale At Khulshi,3.0,3.0,4,vacant,1650.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,0.97
This 1572 Square Feet Residential Apartment For Sale At 16 No. Chawk Bazaar Ward,3.0,4.0,8,vacant,1572.0,chattogram,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",chawk bazaar ward,0.85
"Make This 1835 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale, In New Monsurabad",3.0,3.0,8,vacant,1835.0,chattogram,10 No. North Kattali Ward,,0.98
We Have A 1420 Sq.Ft Flat For Sale In Muradpur .,3.0,3.0,6,vacant,1420.0,chattogram,"1 No Railway Gate, Muradpur",muradpur,0.71
Properly Constructed 2100 Sq Ft Flat Is Available For Sale In 16 No. Chawk Bazaar Ward,4.0,4.0,9,vacant,2100.0,chattogram,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",chawk bazaar ward,2.0
Reasonable 1336 SQ FT flat is available for sale in 9 No. North Pahartali Ward,3.0,3.0,2,vacant,1336.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.67
"Great News! In The Suitable Location Of Sholokbahar, An Eye-catching Flat Of 1000 Sq Ft Is Up For Sale",3.0,2.0,7,vacant,1000.0,chattogram,"Badurtala, Sholokbahar",sholokbahar,0.55
"Tastefully Designed This Apartment Is Now Vacant For Sale In O.r Nizam Road, Panchlaish",3.0,3.0,2,vacant,1672.0,chattogram,"O. R Nizam Road, Panchlaish",panchlaish,1.33
This 1250 Sq. Ft Apartment Is Ready To Sale In A Satisfactory Placement Like West Khulshi R/a .,3.0,3.0,1,vacant,1250.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.65
Fairly Spacious Apartment Of 2200 Sq Ft Is Ready For Sale n 15 No. Bagmoniram Ward,3.0,3.0,2,vacant,2200.0,chattogram,"Mohammed Ali Road, 15 No. Bagmoniram Ward",bagmoniram ward,1.9
Look At This 1426 Sq Ft Flat For Sale At 26 No. North Halishahar Ward,3.0,3.0,7,vacant,1426.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,0.75
Buy This 1620 Sq Ft Apartment In Khulshi,3.0,4.0,1,vacant,1620.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.09
"Visit This 1646 Sq Ft Apartment For Sale At Khulshi, Yakub Future Park Housing",3.0,4.0,3,vacant,1646.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.1
"This 1620 Sq Ft Apartment Is For Sale At Khulshi, Yakub Future Park Housing",3.0,4.0,8,vacant,1620.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.09
"This 1686 Sq Ft Apartment Is Ready For Sale At Khulshi, Yakub Future Park Housing",3.0,4.0,7,vacant,1686.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.13
"Buy This 1175 Sq Ft Flat With Nice Balconies, Located In 9 No. North Pahartali Ward",3.0,3.0,6,vacant,1175.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.59
Well-constructed 1739 Sq Ft Flat Is Now Offering To You In West Khulshi R/a For Sale,3.0,3.0,4,vacant,1739.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.87
"Take The Decision Of Buying This 1440 Sq Ft Flat In Bayazid, Hill View R/a",3.0,3.0,2,vacant,1440.0,chattogram,"Hill View R/A, Bayazid",bayazid,0.62
Get This 555 Sq Ft Commercial Shop Ready For Sale At 22 No. Enayet Bazaar Ward,,,,vacant,555.0,chattogram,"Jubilee Road, 22 No. Enayet Bazaar Ward",enayet bazaar ward,3.5
Visit This Apartment For Sale In Kattali Near Uttar Kattali Alhaj Mostafa-hakim Degree College,3.0,3.0,1,vacant,1200.0,chattogram,"City Gate, 10 No. North Kattali Ward",north kattali ward,0.54
See This Office Space For Sale Located In CDA Avenue Near To Bangladesh Mahila Samity Girls&#039; High School and College,,,5,vacant,4000.0,chattogram,"CDA Avenue, East Nasirabad",east nasirabad,2.0
This 3 Bedroom Apartment Is For Sale At Firingee Bazaar Near Firingee Bazaar Masjid,3.0,3.0,1,vacant,1235.0,chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.62
An Apartment Which Is Up For Sale At Firingee Bazaar Near To Firingee Bazaar Masjid,2.0,2.0,4,vacant,1003.0,chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.5
Visit This Apartment For Sale In Firingee Bazaar Near Bridge Ghat Baitur Riduan Jame Masjid.,3.0,3.0,1,vacant,1103.0,chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.55
A Shop Is Up For Sale In Nandan Kanan Near Aparna Charan City Corporation Girl&#039;s High School &amp; College.,,,5,vacant,852.0,chattogram,"Nandan Kanan, 22 No. Enayet Bazaar Ward",enayet bazaar ward,0.35
Offering you 890 SQ FT flat for sale in Ali Nagar,2.0,2.0,5,vacant,890.0,chattogram,"Ali Nagar, Bayazid",bayazid,0.3
This 1320 Sq Ft Convenient Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3.0,3.0,5,vacant,1320.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,0.55
This 1270 Sq Ft Amazing Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3.0,3.0,6,vacant,1270.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,0.53
This 1270 Sq Ft Decent Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3.0,3.0,7,vacant,1270.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,0.53
"Let Us Assists You To Buy This 1607 Sq Ft Flat In 16 No. Chawk Bazaar Ward, Percival Hill Road",3.0,3.0,5,vacant,1607.0,chattogram,"Chawk Bazar, 16 No. Chawk Bazaar Ward",chawk bazaar ward,1.3
Brand New Apartment Of 982 Sq Ft Is Available For Sale In 9 No. North Pahartali Ward,3.0,3.0,7,vacant,982.0,chattogram,"Akbarshah, 9 No. North Pahartali Ward",north pahartali ward,0.39
Select Your Next Residing Place At This Nice Flat Of 805 Sq Ft In 9 No. North Pahartali Ward,2.0,2.0,7,vacant,805.0,chattogram,"Akbarshah, 9 No. North Pahartali Ward",north pahartali ward,0.32
For Selling Purpose This 1102 Sq.Ft Flat Is Now Vacant In 9 No. North Pahartali Ward.,3.0,3.0,1,vacant,1102.0,chattogram,"Akbarshah, 9 No. North Pahartali Ward",north pahartali ward,0.44
"1250 Sq Ft Flat For sale At Bayazid, Polytechnic",3.0,3.0,6,vacant,1250.0,chattogram,"Polytechnic, Bayazid",bayazid,0.6
An Apartment Which Is Up For Sale At Proshanti R/A Near To Proshanti Jame Masjid,3.0,3.0,2,vacant,1120.0,chattogram,"Proshanti R/A, 10 No. North Kattali Ward",north kattali ward,0.5
"1300 Sq Ft Apartment For Sale In Chandra Nagar, Near Abu Darda Jamgee Masjid",3.0,2.0,1,vacant,1300.0,chattogram,"Chadra Nagar, Bayazid",bayazid,0.58
Visit This Apartment For Sale In Hamjarbag Near Gausia Huq Bhandari Khankah Sharif.,3.0,3.0,7,vacant,1300.0,chattogram,"Hamjarbag, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.82
At 15 No. Bagmoniram Ward 2961 Sq Ft Ready Flat For Sale,4.0,4.0,2,vacant,2961.0,chattogram,"Mehidibag Road, 15 No. Bagmoniram Ward",bagmoniram ward,2.95
Reasonable 1336 SQ FT flat is available for sale in 9 No. North Pahartali Ward,3.0,3.0,2,vacant,1336.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.67
"Great News! In The Suitable Location Of Sholokbahar, An Eye-catching Flat Of 1000 Sq Ft Is Up For Sale",3.0,2.0,7,vacant,1000.0,chattogram,"Badurtala, Sholokbahar",sholokbahar,0.55
"Tastefully Designed This Apartment Is Now Vacant For Sale In O.r Nizam Road, Panchlaish",3.0,3.0,2,vacant,1672.0,chattogram,"O. R Nizam Road, Panchlaish",panchlaish,1.33
This 1250 Sq. Ft Apartment Is Ready To Sale In A Satisfactory Placement Like West Khulshi R/a .,3.0,3.0,1,vacant,1250.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.65
At Chaw Bazar 1592 Square Feet Residential Apartment For Sale,3.0,3.0,1,vacant,1592.0,chattogram,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",chawk bazaar ward,0.86
View This 1650 Sq Ft Apartment Ready For Sale In Khulshi,3.0,3.0,7,vacant,1650.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,0.97
"For You, 1200 Sq Ft Flat Is Now For Sale In 4 No Chandgaon Ward",2.0,3.0,1,vacant,1200.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.75
Close To East Madarbari City Corporation Girls High School A 1270 Square Feet Residential Apartment For Sale.,3.0,3.0,3,vacant,1270.0,chattogram,"Majhirghat Road, 30 No. East Madarbari Ward",east madarbari ward,0.66
"Apartment Of 1350 Sq Ft For Sale In Bangla Bazar, Bayazid",3.0,3.0,1,vacant,1350.0,chattogram,"Bangla Bazar, Bayazid",bayazid,0.6
A Convenient 2252 Sq Ft Residential Flat Is Prepared To Be Sold At 31 No. Alkoron Ward,4.0,4.0,1,vacant,2252.0,chattogram,"Alkaran Road, 31 No. Alkoron Ward",alkoron ward,1.13
Completely Suitable And Ready Flat Of 1350 Sq Ft Is Up For Sale In New Monsurabad,3.0,3.0,1,vacant,1350.0,chattogram,10 No. North Kattali Ward,,0.68
A Well-constructed 2500 Sq Ft Flat Is For Sale In 31 No. Alkoron Ward,4.0,5.0,8,vacant,2500.0,chattogram,"Alkaran Road, 31 No. Alkoron Ward",alkoron ward,1.75
Nasirabad Is Offering You A 2540 Sq Ft Apartment For Sale,4.0,5.0,8,vacant,2540.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,2.92
Pursue This 2530 Sq Ft Apartment For Sale In 15 No. Bagmoniram Ward,4.0,5.0,8,vacant,2530.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,2.91
View This 2622 Sq Ft Apartment Set To Sale In Nasirabad,4.0,5.0,7,vacant,2622.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,3.02
