Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,location_area,Price_in_Cr
1400 Sq Ft Flat Is Up For Sale At 7 No. West Sholoshohor Ward,3.0,3.0,1,vacant,1400.0,chattogram,"Mohammad Pur Road, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.85
"Buy This Nice 1200 Sq Ft Apartment In Halishahar, To Fulfill Your Wish",3.0,3.0,4,vacant,1200.0,chattogram,"37 No. North-Middle Halishahar Ward, Halishahar",halishahar,0.45
"A Comfy 2100 Sq Ft Flat For A Family Is Here For Sale In Rose Valley R/a, Right Close To Ktc",3.0,4.0,3,vacant,2100.0,chattogram,"Rose Valley Residential Area, 9 No. North Pahartali Ward",north pahartali ward,1.6
"150 Sq Ft Delightful Shop For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",,,4,vacant,150.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.3
Envision Your Business Growing In This 125 Sq Ft Shop Space For Sale In 9 No. North Pahartali Ward,,,3,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.44
125 Sq Ft Shop Property For Sale In 9 No. North Pahartali Ward,,,5,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.44
A Very Well-fitted Apartment Is Here Sited At Foys Lake Featuring 1600 Sq Ft Space For Sale.,3.0,3.0,6,vacant,1600.0,chattogram,"Foys Lake, 9 No. North Pahartali Ward",north pahartali ward,0.7
"This 1240 Square Feet Apartment Is Ready For Sale At Lake View Society, 9 No. North Pahartali Ward",3.0,3.0,6,vacant,1240.0,chattogram,"Foys Lake, 9 No. North Pahartali Ward",north pahartali ward,0.5
"Well Set Commercial Shop For Sale Is Available In Firinghee Bazar, Near Islamia University College, Chattagram",,,1,vacant,120.0,chattogram,"Sadarghat Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.25
"A Nicely Planned 1050 Sq Ft Flat Is Up For Sale In Ashkar Dighir Par, Jamal Khan",3.0,3.0,4,vacant,1050.0,chattogram,"Ashkar Dighir Par, Jamal Khan",jamal khan,0.7
Close To East Madarbari City Corporation Girls High School A 1270 Square Feet Residential Apartment For Sale.,3.0,3.0,3,vacant,1270.0,chattogram,"Majhirghat Road, 30 No. East Madarbari Ward",east madarbari ward,0.66
"Apartment Of 1350 Sq Ft For Sale In Bangla Bazar, Bayazid",3.0,3.0,1,vacant,1350.0,chattogram,"Bangla Bazar, Bayazid",bayazid,0.6
A Convenient 2252 Sq Ft Residential Flat Is Prepared To Be Sold At 31 No. Alkoron Ward,4.0,4.0,1,vacant,2252.0,chattogram,"Alkaran Road, 31 No. Alkoron Ward",alkoron ward,1.13
Completely Suitable And Ready Flat Of 1350 Sq Ft Is Up For Sale In New Monsurabad,3.0,3.0,1,vacant,1350.0,chattogram,10 No. North Kattali Ward,,0.68
A Well-constructed 2500 Sq Ft Flat Is For Sale In 31 No. Alkoron Ward,4.0,5.0,8,vacant,2500.0,chattogram,"Alkaran Road, 31 No. Alkoron Ward",alkoron ward,1.75
Nasirabad Is Offering You A 2540 Sq Ft Apartment For Sale,4.0,5.0,8,vacant,2540.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,2.92
Pursue This 2530 Sq Ft Apartment For Sale In 15 No. Bagmoniram Ward,4.0,5.0,8,vacant,2530.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,2.91
View This 2622 Sq Ft Apartment Set To Sale In Nasirabad,4.0,5.0,7,vacant,2622.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,3.02
"Explore This 2530 Sq Ft Apartment for Sale in 15 No. Bagmoniram Ward, Chattogram",4.0,5.0,7,vacant,2530.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,2.91
"1300 Sq Ft Apartment For Sale In Chandra Nagar, Near Abu Darda Jamgee Masjid",3.0,2.0,1,vacant,1300.0,chattogram,"Chadra Nagar, Bayazid",bayazid,0.58
Visit This Apartment For Sale In Hamjarbag Near Gausia Huq Bhandari Khankah Sharif.,3.0,3.0,7,vacant,1300.0,chattogram,"Hamjarbag, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.82
A Proper 1600 Sq Ft Residence Is Prepared To Be Sold At Khulshi,3.0,3.0,2,vacant,1600.0,chattogram,"South Khulshi, Khulshi",khulshi,1.0
Visit This 1240 Sq Ft Brand New Apartment For Sale In 4 No Chandgaon Ward,3.0,3.0,2,vacant,1240.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,0.7
"A Flat Can Be Found In Nasirabad For Sale , Near Asian University For Women",4.0,4.0,1,vacant,2600.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,1.85
Ready Flat 2410 Sq Ft Is Now For Sale In Bagmoniram Nearby Shahid Zia Shishu Park,4.0,5.0,4,vacant,2410.0,chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward",bagmoniram ward,1.55
850 Sq Ft Ready Comfortable Flat For Sale At Bayazid Close To Bangla Bazar Boro Pahar Jame Mosjid,3.0,2.0,1,vacant,850.0,chattogram,"Bangla Bazar, Bayazid",bayazid,0.39
Well-developed 1455 Sq Ft Residence Up For Sale In Jamal Khan,3.0,3.0,1,vacant,1455.0,chattogram,"Shahid Saifuddin Khaled Road, Jamal Khan",jamal khan,1.25
1460 Square Feet Flat For Sale Is Positioned In A Desirable Place Like Chandgaon Residential Area,3.0,3.0,5,vacant,1460.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.81
"Pursue This 1756 Sq Ft Ready Flat Up For Sale At Bayazid, Polytechnic",3.0,4.0,4,vacant,1756.0,chattogram,"Polytechnic, Bayazid",bayazid,0.9
Visit This Apartment For Sale In Patharghata Near St. Placid&#039;s School and College.,3.0,3.0,7,vacant,1580.0,chattogram,"Patharghata, Kotwali",kotwali,0.72
4000  Sq Ft Office Space Up For Sale In Double Mooring Near To Dutch-bangla Bank Limited.,,,11,vacant,4000.0,chattogram,"Commerce College Road, Double Mooring",double mooring,5.8
"Situated In Sholokbahar, A 1744 Sq Ft Apartment Is Up For Sale",3.0,3.0,6,vacant,1744.0,chattogram,"Badurtala, Sholokbahar",sholokbahar,0.87
A Moderate 966 Sq Ft Flat Is Available For Sale At Mousumi Residential Area,2.0,2.0,5,vacant,966.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.38
3000 Square Feet Large Office Space For Sale At Pahartali .,,,,vacant,3000.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,3.0
"Find Your Desired Home At This 1750 Sq Ft Well Featured Flat For Sale At 25 No. Rampur Ward, Double Mooring",3.0,3.0,5,vacant,1750.0,chattogram,"25 No. Rampur Ward, Double Mooring",double mooring,0.95
Lovely Apartment Of 1459 Sq Ft Is Up For Sale In 24 No. North Agrabad Ward,3.0,3.0,5,vacant,1459.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.85
Buy This 1415 Sq Ft Apartment In Double Mooring,3.0,3.0,2,vacant,1415.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.58
This 854 Sq Ft Apartment Is Designed For Your Modern Residential Experience In 17 No West Bakalia Ward,2.0,2.0,3,vacant,854.0,chattogram,"17 No West Bakalia Ward, Bakalia",bakalia,0.45
An Amazing Flat Is Ready For Sale At Nasirabad Near O R Nizam Road Residential Area,3.0,3.0,4,vacant,1520.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,1.6
A Comfy Life Is Awaiting You In This 1575 Sq Ft Apartment Ready For Sale At Katalganj R/a,3.0,3.0,5,vacant,1575.0,chattogram,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward",chawk bazaar ward,1.4
All Set For Selling Purpose This 1485 Sq Ft Flat In A Peaceful Location Of 22 No. Enayet Bazaar Ward.,3.0,4.0,2,vacant,1485.0,chattogram,"Jubilee Road, 22 No. Enayet Bazaar Ward",enayet bazaar ward,1.2
Buy This Great 1430 Sq Ft Apartment In 17 No West Bakalia Ward,3.0,3.0,1,vacant,1430.0,chattogram,"17 No West Bakalia Ward, Bakalia",bakalia,0.66
"Take A Quick Look At This 1485 Sq Ft Flat For Sale In Proshanti R/A, 10 No. North Kattali Ward .",3.0,3.0,2,vacant,1485.0,chattogram,"Proshanti R/A, 10 No. North Kattali Ward",north kattali ward,0.8
A 1664 Sq Ft Ready Flat Is Here For Sale At 15 No. Bagmoniram Ward,3.0,3.0,7,vacant,1664.0,chattogram,"Masjid Lane, 15 No. Bagmoniram Ward",bagmoniram ward,0.92
"Checkout This 1800 Square Feet Flat Up For Sale At Nasirabad, Rahman Nagar",3.0,4.0,6,vacant,1800.0,chattogram,"Nasirabad, Bayazid",bayazid,1.25
3 Bedroom Residence | Non Furnished | Ready To Sale in Nasirabad,3.0,5.0,12,vacant,2000.0,chattogram,"Nasirabad, Bayazid",bayazid,1.3
Apartment For Sale In Chasma Hill R/a Nearby Jamuna Bank Limited,3.0,3.0,5,vacant,1500.0,chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.6
Beautifully Decorated Flat Covering An Area Of 1570 Sq Ft Is Available For Sale In East Bakalia Ward,3.0,3.0,6,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.63
A Strongly Structured Apartment Of 1570 Sq Ft Is Available For Sale In Kalamia Bazar,3.0,3.0,4,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.63
"1335 Square Feet Apartment Ready For Sales At Kalamia Bazar ,Bakalia .",3.0,3.0,5,vacant,1335.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.53
A well-constructed 1325 SQ FT flat is for sale in 18 No. East Bakalia Ward,3.0,3.0,4,vacant,1325.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.59
A Shop Is Up For Sale In Mohara Near Kazirhat Post office,,,,vacant,104.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.22
A Shop Nearer To Darul Ma&#039;arif Al Islamia Jame Masjid Is Available For Sale In 4 No Chandgaon Ward,,,1,vacant,124.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,0.22
Apartment for sale in Bakalia close to Bakalia High School,3.0,3.0,3,vacant,1471.0,chattogram,"17 No West Bakalia Ward, Bakalia",bakalia,0.61
Residential Building For Sale In Lal Khan Bazaar Near CDA Avenue Mosque,21.0,10.0,1,vacant,24000.0,chattogram,"CDA Avenue, Lal Khan Bazaar",lal khan bazaar,6.0
Modern 1692 SFT ready apartment for sale in Panchlaish,3.0,3.0,9,vacant,1692.0,chattogram,Panchlaish,,1.6
A 1400 Sq Ft Ready Flat Is Vacant For Sale At 15 No. Bagmoniram Ward,3.0,3.0,6,vacant,1400.0,chattogram,15 No. Bagmoniram Ward,,1.12
Ideal Flat of 1462 SFT In 10 No. North Kattali Available For sale,3.0,3.0,7,vacant,1462.0,chattogram,"CDA R/A, 10 No. North Kattali Ward",north kattali ward,0.95
At Saha Waliullah R/A 1320 Square Feet Flat Up For Sale.,3.0,3.0,1,vacant,1320.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.59
Check This 1320 Sq.Ft Apartment Up For Sale At Bahaddarhat Very Near To Bahaddarhat BWDB office.,3.0,3.0,4,vacant,1320.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.59
Shop Space Up For Sale In Bandartila Nearby Bandartila Eye Hospital,,,4,vacant,180.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.18
Acquire This Shop Which Is Up For Sale In Bandartila Near Islami Bank Bangladesh Limited,,,4,vacant,200.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.2
At Kazirhat 110 Sq Ft Shop Is Ready For Sale,,,,vacant,110.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.28
Commercial Shop Of 120 Sq Ft Is Up For Sale At Kazirhat,,,1,vacant,120.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.26
"At Kazirhat 115 Sq Ft Commercial Shop Is Up For Sale At Mohara, Kazirhat",,,1,vacant,115.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.23
A Commercial Shop Of 154 Sq. Ft. Is Ready For Sale At Mohara,,,1,vacant,154.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.31
Grab This 1400 Sq Ft Flat Up For Sale In Chattogram DOHS,3.0,3.0,6,vacant,1400.0,chattogram,"Chattogram DOHS, Bayazid",bayazid,0.7
A Convenient 1650 Sq Ft Residential Flat Is Prepared To Be Sold At Sarai Para,3.0,3.0,7,vacant,1650.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.66
Modern 1150 Sq Ft Flat Is Up For Sale In Sarai Para,2.0,2.0,2,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46
Suitable Shop In Chandargaon Is For sale,,,1,vacant,175.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.35
A Decent 1150 Sq.Ft Residential Apartment For Sale At Pahartali,2.0,2.0,5,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46
A Well Defined Flat Of 1150 Sq Ft In Pahartali Is Available For Sale,2.0,2.0,5,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46
A Delightful Apartment Of 1150 Sq Ft Is Ready To Sale In A Great Location Of Pahartali.,2.0,2.0,6,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46
A 2 Bedroom Residential Apartment For Sale At Pahartali,2.0,2.0,6,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46
1050 Sq.ft Flat For Sale At Pahartali,2.0,2.0,1,vacant,1050.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.42
A Large 1150 Sq.Ft Flat Is Up For Sale At Pahartali Very Close To Janata Bank Limited,2.0,2.0,1,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46
Shop for Sale in Chandgaon nearby EBL,,,,vacant,129.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.26
In Terry Bazar A 200 Square Feet Shop Is Ready And Vacant For Sale.,,,5,vacant,200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.46
View This 200 Sq Ft Shop For Sale At Bakalia,,,3,vacant,200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.46
Buy This Cozy 200 Sq Ft Shop At Bakalia,,,3,vacant,200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.46
Bakalia Is Offering You A 200 Sq Ft Shop For Sale,,,3,vacant,200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.46
This 1744 Sq Ft Apartment With A Friendly Neighborhood Is Ready For Sale In 4 No Chandgaon Ward,3.0,3.0,7,vacant,1744.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,1.2
"An Apartment Is Ready For Sale At Nasirabad Properties Residential Area, Near Ncc Bank Limited.",3.0,4.0,2,vacant,2060.0,chattogram,"Nasirabad Properties Residential Area, Khulshi",khulshi,1.15
This 1400 Sq Ft Commercial Space Is Ready For Sale At 32 No. Andarkilla Ward,,,4,vacant,1400.0,chattogram,32 No. Andarkilla Ward,,0.84
Buy This 900 Sq Ft Commercial Space In 32 No. Andarkilla Ward,,,4,vacant,900.0,chattogram,32 No. Andarkilla Ward,,0.54
"Visit And Buy This 1250 Sq Ft Flat In Double Mooring, 28 No. Pathantooly Ward",3.0,3.0,3,vacant,1250.0,chattogram,"28 No. Pathantooly Ward, Double Mooring",double mooring,0.7
A Well-constructed 1530 Sq Ft Flat Is For Sale In Mehidibag,3.0,3.0,6,vacant,1530.0,chattogram,"Mehidibag, 15 No. Bagmoniram Ward",bagmoniram ward,1.23
This 1847 Sq Ft Apartment With A Peaceful Environment Is Ready For Sale In Muradpur,3.0,3.0,5,vacant,1847.0,chattogram,"CDA Avenue, Muradpur",muradpur,1.2
This 1500 Sq Ft Flat For Sale In Chadra Nagar Which Can Be Your Next Destination,3.0,3.0,1,vacant,1500.0,chattogram,"Chadra Nagar, Bayazid",bayazid,0.85
A Well Defined Commercial Office Of 1950 Sq Ft In South Kattali Is Available For Sale,,,2,vacant,1950.0,chattogram,"Port Connecting Road, 11 No. South Kattali Ward",south kattali ward,1.46
Seal The Deal Of Buying This 1300 Sq Ft Flat In Jamal Khan,3.0,3.0,1,vacant,1300.0,chattogram,"Ashkar Dighir Par, Jamal Khan",jamal khan,1.0
"1330 Sq Ft Apartment To Sale In Jamal Khan, Ashkar Dighir Par",3.0,3.0,1,vacant,1330.0,chattogram,"Ashkar Dighir Par, Jamal Khan",jamal khan,1.0
"2 Katha Plot Is Ready Up For Sale In 4 No Chandgaon Ward, Shamsher Para",,,,vacant,1440.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward",chandgaon ward,0.8
3 Katha Residential Plot Is Ready For Sale In 4 No Chandgaon Ward,,,,vacant,2160.0,chattogram,"Shamsher Para, 4 No Chandgaon Ward",chandgaon ward,1.8
We Are Recommending You To Buy This 256 Sq Ft Ready Shop In Nandan Kanan,,,,vacant,256.0,chattogram,"Nandan Kanan, 22 No. Enayet Bazaar Ward",enayet bazaar ward,2.5
At 12 No. Sarai Para Ward A 1510 Square Feet Residential Apartment For Sale .,3.0,3.0,3,vacant,1510.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.53
1410 Sq Ft Ready Apartment Is Up For Sale In East Nasirabad,3.0,3.0,1,vacant,1410.0,chattogram,"Govt Girls High School Road, East Nasirabad",east nasirabad,0.8
Buy This 1460 Sq Ft Flat For Sale In Bayazid,3.0,3.0,1,vacant,1460.0,chattogram,"Green Valley, Bayazid",bayazid,0.7
In An Urban Location This 4 Bedroom Home Is Vacant For Sale In Hill View R/A-Block A.,4.0,4.0,4,vacant,2500.0,chattogram,"Hill View R/A, Bayazid",bayazid,1.22
Fairly Spacious Apartment Of 2200 Sq Ft Is Ready For Sale n 15 No. Bagmoniram Ward,3.0,3.0,2,vacant,2200.0,chattogram,"Mohammed Ali Road, 15 No. Bagmoniram Ward",bagmoniram ward,1.9
In Korbanganj A Shop Is Up For Sale Near Korbanganj Jame Masjid,,,1,vacant,84.0,chattogram,"Korbanigonj, Kotwali",kotwali,0.12
At Terry Bazar This 200 Square Feet Commercial Shop For Sale,,,2,vacant,200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.48
Bakalia Is Giving You A 200 Sq Ft Shop For Sale,,,2,vacant,200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.48
240 Square Feet Commercial Shop For Sale At Terry Bazar.,,,2,vacant,240.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.58
Buy This 240 Sq Ft Shop At Bakalia,,,2,vacant,240.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.58
Check Out This 200 Sq Ft Shop Ready To Sale At Bakalia,,,1,vacant,200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.5
A Convenient 1000 Sq Ft Residential Flat Is Prepared To Be Sold At South Bakalia,3.0,3.0,4,vacant,1000.0,chattogram,"19 No. South Bakalia Ward, Bakalia",bakalia,0.5
In Chandgaon Nearby Chattogram International Medical College &amp; Hospital A 120 Sq.Ft Shop Is Ready And Vacant For Sale.,,,1,vacant,120.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,0.22
Acquire This 130 Sq.Ft Shop Which Is Up For Sale In Chandgaon Near Chattogram International Medical College &amp; Hospital,,,1,vacant,130.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,0.23
In The Location Of No West Bakalia An Excellent Flat Of 1300 Sq Ft Is Waiting For Sale,3.0,3.0,1,vacant,1300.0,chattogram,"17 No West Bakalia Ward, Bakalia",bakalia,0.8
Apartment For Sale In Chasma Hill R/a Nearby Jamuna Bank Limited,3.0,3.0,5,vacant,1500.0,chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.6
Beautifully Decorated Flat Covering An Area Of 1570 Sq Ft Is Available For Sale In East Bakalia Ward,3.0,3.0,6,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.63
1435 Square Feet-3 Bedroom Apartment For Sales At Bakalia Close To Moor Ali Baper Jame Masjid,3.0,3.0,6,vacant,1435.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.57
In The Beautiful Neighborhood In Kalamia Bazar A 1335 Sq.Ft Flat Is Up For Sale,3.0,3.0,6,vacant,1335.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.53
A Strongly Structured Apartment Of 1570 Sq Ft Is Available For Sale In Kalamia Bazar,3.0,3.0,4,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.63
1570 Sq.ft Apartment Ready For Sales At Kalamia Bazar Near Ajijia Islamia Jameh Mosjid,3.0,3.0,2,vacant,1570.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.63
"1335 Square Feet Apartment Ready For Sales At Kalamia Bazar ,Bakalia .",3.0,3.0,5,vacant,1335.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.53
A well-constructed 1325 SQ FT flat is for sale in 18 No. East Bakalia Ward,3.0,3.0,4,vacant,1325.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.59
A Shop Is Up For Sale In Mohara Near Kazirhat Post office,,,,vacant,104.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.22
A Shop Nearer To Darul Ma&#039;arif Al Islamia Jame Masjid Is Available For Sale In 4 No Chandgaon Ward,,,1,vacant,124.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,0.22
"Come To Visit This Shop In Chandgaon Ward, That Is Available For Sale",,,1,vacant,159.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,0.29
Apartment for sale in Bakalia close to Bakalia High School,3.0,3.0,3,vacant,1471.0,chattogram,"17 No West Bakalia Ward, Bakalia",bakalia,0.61
Flat For Sale Covering A Beautiful Area In Chand Mia Road Nearby Chattagram International Medical College &amp; Hospital,3.0,3.0,6,vacant,1625.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,0.75
Residential Building For Sale In Lal Khan Bazaar Near CDA Avenue Mosque,21.0,10.0,1,vacant,24000.0,chattogram,"CDA Avenue, Lal Khan Bazaar",lal khan bazaar,6.0
View This 1422 Sq Ft Apartment To Sale In Bakalia,3.0,3.0,9,vacant,1422.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.98
Checkout This 1433 Sq Ft Apartment For Sale In Bakalia,3.0,3.0,2,vacant,1433.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.99
Buy This 1440 Sq Ft Apartment In Bakalia,3.0,3.0,2,vacant,1440.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.99
"1510 Sq Ft Apartment For Sale In Bakalia, Dewan Bazar",3.0,4.0,1,vacant,1510.0,chattogram,"Dewan Bazar, Bakalia",bakalia,1.04
This 1744 Sq Ft Apartment With A Friendly Neighborhood Is Ready For Sale In 4 No Chandgaon Ward,3.0,3.0,7,vacant,1744.0,chattogram,"Chand Mia Road, 4 No Chandgaon Ward",chandgaon ward,1.2
1924 Sq Ft Spacious Apartment For Sale In 22 No. Enayet Bazaar Ward,3.0,3.0,7,vacant,1924.0,chattogram,"Enayet Bazar Road, 22 No. Enayet Bazaar Ward",enayet bazaar ward,1.95
"Buy This 1500 Sq Ft Flat In 15 No. Bagmoniram Ward, Bayazid Bostami Road",3.0,3.0,8,vacant,1500.0,chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward",bagmoniram ward,1.2
1644 Sq Ft Ready Apartment Is Available For Sale At Sholokbahar,3.0,3.0,2,vacant,1644.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,0.99
"We Bring You A Nice Residence Of 1800 Sq Ft, For Sale In Bagmoniram Ward",3.0,4.0,3,vacant,1800.0,chattogram,"Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward",bagmoniram ward,1.3
A 1700 Sq Ft Well Fitted Residential Property Is On Sale In Chandgaon R/a,3.0,3.0,8,vacant,1700.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.8
Deal With This 1760 Sq Ft Ready Apartment Up For Sale In Muradpur,3.0,4.0,3,vacant,1760.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,1.31
900 Sq Ft Flat With 2 Bedrooms Is For sale At Bayazid,2.0,2.0,7,vacant,900.0,chattogram,"Bangladesh Co-operative Housing Society, Bayazid",bayazid,0.5
"Buy This 1800 Sq Ft Flat In Panchlaish, Sugandha Residential Area",3.0,3.0,6,vacant,1800.0,chattogram,"Sugandha Residential Area, Panchlaish",panchlaish,1.58
1012 Sq Ft Flat Is Available For Sale In 11 No. South Kattali Ward,3.0,3.0,3,vacant,1012.0,chattogram,"Port Connecting Road, 11 No. South Kattali Ward",south kattali ward,0.44
"At Sholokbahar, A 1200 Sq Ft Well Fitted Residential Property Is For Sale Next To Doctors Hospital.",3.0,3.0,1,vacant,1200.0,chattogram,"Abdul Hamid Road, Sholokbahar",sholokbahar,0.6
"Buy This 1720 Sq Ft Ready Apartment In Sholokbahar, Abdul Hamid Road",3.0,3.0,1,vacant,1720.0,chattogram,"Abdul Hamid Road, Sholokbahar",sholokbahar,0.79
A Newly Constructed Apartment In Lal Khan Bazaar Is Available For Sale Which Is 1275 Sq Ft,3.0,3.0,3,vacant,1275.0,chattogram,"Hill Side Residential Area, Lal Khan Bazaar",lal khan bazaar,0.74
A well-constructed 978 SQ FT flat is ready to sale in North Kattali,2.0,2.0,3,vacant,978.0,chattogram,"Colonel Hat, 10 No. North Kattali Ward",north kattali ward,0.55
A Commercial Floor Is For Sale In Bagmoniram Nearby Jame Masjid,,,6,vacant,2500.0,chattogram,"O. R. Nizam Road, 15 No. Bagmoniram Ward",bagmoniram ward,2.5
Buy This 1545 Sq Ft Flat In 9 No. North Pahartali Ward,3.0,3.0,8,vacant,1545.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.77
Nice 1739 Sq Ft Apartment Is Available For Sale In West Khulshi R/a,3.0,3.0,3,vacant,1739.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.87
Strongly Constructed 1175 Sq Ft Home Is Available For Sale In 9 No. North Pahartali Ward,3.0,3.0,3,vacant,1175.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.59
Offering You 1175 Sq Ft Flat For Sale In West Khulshi R/a,3.0,3.0,4,vacant,1175.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.59
1336 Sq Ft Serene Flat For Sale In 9 No. North Pahartali Ward,3.0,3.0,4,vacant,1336.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.8
2000 SQ FT flat is now Vacant for sale in 15 No. Bagmoniram Ward,3.0,3.0,1,vacant,2000.0,chattogram,"Amirbag Residential Area, 15 No. Bagmoniram Ward",bagmoniram ward,1.6
